cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,376801.8622757736,43451.0,58926.0,59672.0,324906.0,472278.0,790838.4000000004,1693965.4000000004,73838258.0
3,64,401432.73680712935,30796.0,129055.40000000001,189682.5,299751.0,348208.0,461508.8000000001,865331.1599999998,161682746.0
5,64,259899.17122606316,33417.0,59051.0,60000.0,154627.5,315726.25,349107.0,456288.48999999976,142981262.0
7,64,360311.72963330563,31916.0,62724.0,101392.75,217025.0,333979.0,403325.60000000003,895074.2899999979,146091348.0
1,256,596010.2267172487,64531.0,170116.8,337513.0,470248.0,764838.0,898241.6,1136374.7199999993,45378558.0
3,256,700149.8856812695,59803.0,170237.0,316397.0,594584.0,879961.0,1100677.0,1456354.2000000002,118542134.0
5,256,773360.5032159366,60937.0,172129.0,358668.0,659851.0,1024417.5,1320229.0,2383436.3,118956654.0
7,256,703025.8308286337,64134.0,134951.5,337601.75,634040.0,974628.0,1247600.0,2029100.4499999997,60300701.0
1,512,938727.4717933235,86914.0,161132.5,311708.0,789350.5,1282637.75,1590890.5,2272629.5,40356737.0
3,512,940618.9436568419,93848.0,180098.8,389338.75,734397.5,1206268.0,1565107.3,2209327.349999992,80253577.0
5,512,850532.6035221323,90978.0,168851.0,394179.0,708362.0,1105115.0,1463239.6,2154885.1999999974,90978644.0
7,512,802217.7659812066,88301.0,160362.0,382091.5,701566.0,1080366.5,1408301.1999999997,1954396.9600000002,48739996.0
1,1518,1330834.4709289207,120570.0,277035.60000000003,481022.5,759627.0,1939808.5,3017840.6,4423526.599999964,18795400.0
3,1518,970920.8179569966,135390.0,224483.6,458011.0,745613.0,1246061.0,1603507.6,3616291.4400000484,28519414.0
5,1518,915059.7361428274,133916.0,208094.0,436997.5,723708.0,1149532.5,1494227.0,3671652.5,28877608.0
7,1518,934678.8231576117,132364.0,211625.2,445270.25,732698.0,1204480.25,1550588.5,3287180.559999957,30798152.0
