cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,1061261.3740024348,67712.0,176341.5,327379.0,929597.0,1682713.5,2116573.5,2906158.8,21548895.0
3,64,809163.6140094189,81008.0,176505.0,371469.5,718413.0,1164130.5,1509739.0,2062447.4999999995,27218568.0
5,64,755724.9507106415,75481.0,168369.2,365056.0,691520.0,1068361.0,1413253.7000000007,2031776.810000001,30000715.0
7,64,745971.2468441947,75599.0,166960.8,363876.5,692476.0,1047878.0,1362463.8,1886495.9199999992,24113815.0
1,256,1345304.8324812544,99067.0,206018.6,401540.5,687275.5,2300293.25,3218509.8000000003,4231203.129999999,37128811.0
3,256,833280.7125730994,92044.0,172321.40000000002,380802.5,731403.5,1189940.0,1555629.2000000002,2134163.889999999,14411579.0
5,256,810783.5566905005,91625.0,172520.19999999998,382397.0,710112.0,1133196.0,1482755.6,2201626.239999999,14588059.0
7,256,799140.1138281139,87220.0,170395.80000000002,380871.0,710032.0,1113638.0,1433703.4,2029129.1199999996,13881248.0
1,512,1330998.2764516128,126427.0,200987.4,411214.25,659490.0,2228180.5,3260619.0,4261154.81,22680157.0
3,512,843677.4658107731,106398.0,188704.40000000002,397076.0,741437.0,1204620.5,1565308.2000000002,2165894.2799999993,7429560.0
5,512,805421.3904204956,106026.0,181836.0,394963.0,725732.0,1136755.0,1478315.0,2202381.8,7635320.0
7,512,790946.3309840065,98915.0,178662.8,392872.0,719474.0,1126136.0,1442824.6,1976012.5999999996,6665951.0
1,1518,1286996.4028831562,211436.0,275620.10000000003,484626.0,762866.0,1928347.0,3104260.4,4231035.2799999975,9055851.0
3,1518,926323.2615176152,151931.0,255623.0,477198.5,816180.5,1297635.75,1681188.0,2347833.75,4347695.0
5,1518,879766.6425561798,155490.0,251545.10000000003,479535.0,781256.5,1206079.25,1551218.200000001,2252390.37,3036846.0
7,1518,896728.4615907546,143535.0,251739.0,474621.5,799263.0,1243983.5,1592854.0,2201376.2999999966,4570088.0
