cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,1305373.714138287,132739.0,215467.40000000002,423152.5,686952.5,2234039.0,3141660.2,4038674.089999998,13018800.0
3,64,823757.9369085174,84797.0,185150.40000000002,398522.5,731002.0,1176503.5,1542141.0,2161102.9400000027,6294914.0
5,64,802745.1420328451,86621.0,194197.0,392695.0,725001.0,1133699.0,1497656.5999999996,2152012.04,4480881.0
7,64,816105.4129287599,82061.0,201604.1,403058.5,740938.0,1153703.0,1476758.7,2112707.759999999,5629240.0
1,256,1304336.1945854484,148204.0,210341.0,409597.5,666407.0,2291789.5,3145828.0,4307202.700000001,6607704.0
3,256,826866.2788321167,95855.0,177085.6,381332.0,743259.0,1209844.0,1547616.8000000003,2149260.6399999997,2688050.0
5,256,776068.8196721311,93884.0,168972.0,383498.0,700058.0,1126054.5,1456310.0,2052314.7999999993,2836255.0
7,256,813176.1838755304,94308.0,197325.8,408348.5,740610.0,1145523.0,1505401.4,2028172.9599999948,2969466.0
1,512,1358676.3042071196,128736.0,203798.8,417876.0,713400.0,2371501.0,3406645.1999999993,4425554.880000001,4849818.0
3,512,868032.2798913043,112003.0,214246.7,415176.75,787334.5,1262705.75,1607749.9000000001,1987534.2699999986,2291971.0
5,512,795476.4122562674,105687.0,183115.0,401709.0,727517.0,1110858.5,1471821.5999999999,1944086.1,2173476.0
7,512,793858.9438502673,104076.0,182320.4,403924.75,742979.5,1155214.25,1435970.0999999999,1818076.4099999988,2241782.0
1,1518,1320932.1549295774,224381.0,277941.9,485661.25,755227.0,1868488.0,3263772.1,4056655.8100000005,5195163.0
3,1518,899636.5570469799,166122.0,271438.2,481124.0,759848.0,1268885.0,1662435.2000000014,2205240.6400000006,2246503.0
5,1518,874683.7898089172,169795.0,237103.0,470722.0,774610.0,1199960.0,1522722.6000000003,2058778.32,2472995.0
7,1518,886602.6394557824,174391.0,288849.20000000007,502736.0,796909.0,1254743.0,1506271.6,2028925.4199999978,2260647.0
