cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,771137.5703125,174358.0,202859.90000000002,357589.75,465395.0,671061.75,1734293.9,3053817.45,4196560.0
3,64,675471.3050847457,83772.0,176784.3,238266.75,436148.0,634271.25,1643595.9,2756255.1999999997,2864245.0
5,64,701499.4016393443,107444.0,159126.40000000002,325902.75,430258.5,670876.75,1700962.7000000002,2715882.969999999,2881100.0
7,64,654703.224137931,101827.0,163656.5,239947.25,408480.0,634625.25,1644172.5,2372633.399999997,2787199.0
1,256,697566.8529411765,154107.0,167689.8,250576.5,437725.5,612222.75,1826947.0,3000903.9100000006,3111544.0
3,256,519206.2413793103,117602.0,153639.4,231182.0,374410.0,609267.0,845697.9999999993,1917049.7199999997,1958973.0
5,256,423982.8620689655,109996.0,134612.0,165146.0,389299.0,454760.0,659614.2,1386650.52,1389763.0
7,256,804605.7692307692,167689.0,239749.6,371366.5,580871.0,1559319.5,1780461.8000000003,1902273.48,1916183.0
1,512,587209.1428571428,158930.0,215718.5,380518.75,433226.0,633038.5,1304874.500000001,1631311.25,1637340.0
3,512,769257.7142857143,133645.0,192321.0,386571.0,472240.0,711880.25,1661563.0,2636331.879999999,2777541.0
5,512,657688.7857142857,146422.0,178969.9,389954.75,424888.5,706865.75,1500148.8,1798425.8099999998,1841087.0
7,512,860499.1875,98476.0,246612.5,345502.25,500488.5,1540611.25,1751328.0,2676251.3499999996,2834311.0
1,1518,877551.6,236438.0,306232.20000000007,473646.0,750409.0,960058.0,1927738.6,2114245.98,2142028.0
3,1518,836221.1818181818,231871.0,379966.0,437120.0,639677.0,892164.5,1943218.0,1964747.8,1967140.0
5,1518,646874.5,185753.0,272338.4,400134.25,585461.5,775766.0,960434.2999999998,1541360.6300000001,1605908.0
7,1518,740028.9333333333,186627.0,263254.80000000005,414646.5,646472.0,863193.0,1487758.3999999997,1878077.96,1884222.0
