cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2968748.1387709365,57072.0,147453.7,154521.25,186179.0,323955.25,333213.0,416230.82000000007,2207359745.0
3,64,3072825.1361039164,54891.0,135984.8,152348.5,177569.0,308357.5,332355.6,6413253.780000007,1455776737.0
5,64,3909804.5918494444,45515.0,110463.00000000001,148198.0,165156.0,249836.5,327416.0,67168579.38000003,1214068809.0
7,64,7341526.569531054,42627.0,68519.6,108119.0,155872.0,217617.0,329536.4,101068599.44000006,1494925148.0
1,256,12799872.696006553,84280.0,158921.8,203740.0,363550.0,428788.0,600920.6,5607741.760000001,2336042419.0
3,256,15222914.672498941,74750.0,114574.0,156638.0,321498.0,378066.0,596155.0,606674359.2000003,1083528420.0
5,256,15918086.12859304,83009.0,117388.2,156773.5,331759.5,398178.0,8246627.300000003,503025792.3100016,1087379411.0
7,256,16601551.68248601,59001.0,108321.0,167965.0,362745.0,3439103.0,11044205.8,451516903.1399997,1549788932.0
1,512,37955657.42414282,97404.0,172789.5,223817.5,410273.5,476327.75,634122.5,1211854069.5000002,2321159421.0
3,512,36150897.38497102,93524.0,152196.40000000002,195955.0,376138.0,481655.0,8891928.0,721620098.3200002,1014484277.0
5,512,33042048.546900023,70057.0,154457.6,220176.75,390031.0,629470.75,46751123.800000384,893922095.4799966,1229725721.0
7,512,32408243.995324373,78564.0,136694.6,232532.0,420760.0,7840723.5,32199413.79999999,1023052537.6199995,1298445098.0
1,1518,145566640.91447592,122892.0,242659.0,397627.5,628158.0,794401.0,1181389675.4,1494868903.7399998,2293479539.0
3,1518,104750271.26986443,125311.0,219291.8,411816.75,698511.0,37115026.75,482376191.0000006,1107156417.57,1281432807.0
5,1518,9473297.201323349,131070.0,367600.0,635582.5,3673961.0,10942570.75,20517100.5,92129567.74999954,382993267.0
7,1518,4288805.738707408,134747.0,398386.10000000003,780461.25,2868935.5,5859579.25,7548943.2,14304748.360000001,258538884.0
