cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,22262698.440329216,143495.0,215739.0,371865.0,1441564.0,32053673.0,40108752.0,530739687.0,669637689.0
3,64,6505882.903840763,109661.0,375514.80000000005,651411.5,3998961.0,11821917.0,15424227.8,20342755.54,77567336.0
5,64,4828489.752114662,111414.0,384027.0,1437008.5,3930052.5,7514041.75,10769798.5,14538178.899999995,51428312.0
7,64,4047656.9327408117,112172.0,383287.0,1417334.0,3796272.0,6251148.5,8573298.8,12170837.68,33053072.0
1,256,12234555.79111842,106432.0,208108.6,419888.75,2034439.0,27696427.25,38877823.60000001,46611701.849999994,88119225.0
3,256,6336200.41025641,105394.0,366640.7,637282.0,3895916.5,11030937.75,15489438.4,21164047.569999985,30704356.0
5,256,4729414.439500391,107027.0,376753.0,1387152.0,3897809.0,7420440.0,10781487.0,14783234.200000033,19134601.0
7,256,3951385.2734499206,104741.0,369655.6,1337241.0,3716198.0,6184293.0,8528029.0,13185368.66,16858142.0
1,512,11799138.437106919,130822.0,212171.5,425282.75,1438507.5,23676019.5,38745907.1,44718793.03,49843770.0
3,512,6224021.680628273,124487.0,363476.6,641024.0,3884323.0,11004504.0,14546886.200000001,20073010.759999998,23730400.0
5,512,4707228.801538462,123575.0,374079.5,1326691.5,3890128.5,7576756.75,10702336.8,13287788.53,16705177.0
7,512,3926370.5963581186,116907.0,380974.39999999997,1389825.5,3737318.0,6202573.5,8527799.6,10961315.859999996,13377423.0
1,1518,14316874.337349398,223848.0,304018.5,524248.0,2762148.5,36095478.75,40726109.0,44221288.1,44386424.0
3,1518,5776958.834042553,172194.0,400867.0,702693.5,2817272.0,10308266.0,14555997.8,20234778.36,22695082.0
5,1518,4248517.428571428,174819.0,421341.19999999995,756732.0,2902202.0,7279699.0,9764856.6,14805854.599999972,17836234.0
7,1518,3742377.2491582492,158412.0,435254.0,761001.0,2870486.0,6122891.0,8543329.0,10944044.84,15572867.0
