cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,572307780.9401343,5603029.0,396234042.5,479908415.25,586600682.0,689893889.5,767168402.9,896667599.95,2961909249.0
3,64,512008826.4589827,1704150.0,183622971.60000008,419751610.0,527374155.0,644841979.0,730457538.8,848417161.4399999,3118926285.0
5,64,530023991.7223285,751860.0,190697059.5,430752238.25,545317068.0,656754555.25,733050998.5,886992501.3500001,6040150793.0
1,256,95313521.9808606,506630.0,45750249.3,56645344.75,78611082.5,113416958.0,166636621.4,309784840.26,716869649.0
3,256,82162810.42300124,602928.0,45694014.6,53317010.0,72666096.0,100543866.0,133141853.20000002,207465254.2399999,390921539.0
5,256,74088759.94703086,890194.0,43686626.5,50600495.75,65962295.5,87610052.0,117916882.5,195004873.70000368,375050672.0
1,512,60861626.837575,623606.0,36409681.5,43465193.75,53354765.0,69329761.5,91041911.7,178782363.3099996,417057946.0
3,512,59056444.38782531,535679.0,39621796.5,44889783.0,52390803.5,66929764.25,84888166.9,146237604.38000003,412126146.0
5,512,50297332.67360007,493394.0,35236104.1,40287658.75,45922865.0,56807584.25,72762777.60000002,121302484.75999995,294915722.0
1,1518,7909844.1243317295,687271.0,4733861.5,5919566.0,7931484.5,9878289.75,11037174.5,11902147.749999996,28521475.0
3,1518,7962758.075639525,630237.0,4780118.7,5974736.5,7970678.5,9909540.75,11071812.399999999,11993831.229999999,28478202.0
5,1518,7917533.132953482,673954.0,4743225.6,5926845.5,7937564.5,9882968.0,11042780.9,11931606.19,28485679.0
