cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2245859.0402268297,309797.0,933829.6,1393404.0,2153840.0,2931913.0,3473259.0,5063860.619999997,15917668.0
3,64,2175790.273652267,301122.0,897546.1000000001,1362068.75,2115173.0,2877972.75,3363037.5000000005,4711944.989999999,12086533.0
5,64,2264501.475319602,302272.0,984843.6000000001,1446814.75,2197764.5,2960102.0,3467620.5999999996,4978684.59,13822432.0
1,256,3018540.671772429,289052.0,1113716.5,2203165.5,3079623.0,3921779.25,4494354.699999999,6399547.750000003,10356300.0
3,256,2710907.1751126125,297699.0,886072.5,1876909.75,2812539.5,3607119.75,4148364.5,5366163.0,8306079.0
5,256,2937698.6818923326,326532.0,1002732.2000000001,2139436.5,3034739.0,3877836.5,4483034.0,5533573.459999994,7162080.0
1,512,4086982.374087591,402464.0,1367411.5,3028002.0,4377222.5,5383185.5,6048512.5,6833093.75,7577123.0
3,512,4118843.2829845315,439332.0,1324629.6,3028779.5,4461713.0,5412400.0,6108458.0,6920590.54,7402107.0
5,512,3610142.7048579287,329211.0,1009287.0,2351819.0,3919041.0,4874438.5,5513400.0,6612266.599999998,7356559.0
1,1518,4575717.67005814,673562.0,1311818.1,2474975.5,4540628.0,6634263.5,7877978.700000003,8610859.34,9238546.0
3,1518,4559458.473227207,677455.0,1274860.0,2435545.5,4528211.0,6626696.0,7867830.0,8648965.7,8733070.0
5,1518,4548086.843567251,631960.0,1324537.7999999998,2480007.5,4546962.0,6563262.0,7857568.300000001,8635523.72,9034062.0
