total_m_watt_hour,total_m_amp_hour,m_watts,m_volts,m_amps
0,0,1815,503,361
0,0,1815,503,361
0,0,1820,503,362
0,0,1820,503,362
0,0,2107,503,419
0,0,2107,503,419
0,0,1804,504,358
0,0,1804,504,358
0,0,1851,503,368
0,0,1851,503,368
0,0,1829,504,363
0,0,1829,504,363
0,0,1820,503,362
0,0,1820,503,362
0,0,1952,502,389
0,0,1952,502,389
0,0,1814,504,360
0,0,1814,504,360
0,0,2097,503,417
0,0,2097,503,417
0,0,1814,504,360
0,0,1814,504,360
0,0,1825,503,363
0,0,1825,503,363
0,0,1814,504,360
0,0,1814,504,360
0,0,1819,504,361
0,0,1819,504,361
0,0,1815,503,361
0,0,1815,503,361
0,0,2116,504,420
1,5,2116,504,420
1,5,1820,503,362
1,5,1820,503,362
1,5,1824,504,362
1,5,1824,504,362
1,5,2027,503,403
1,5,2027,503,403
1,6,2178,502,434
1,6,2178,502,434
1,6,2309,502,460
1,6,2309,502,460
1,7,2233,503,444
1,7,2233,503,444
1,7,2198,502,438
1,7,2198,502,438
1,7,2284,502,455
1,7,2284,502,455
1,7,2238,502,446
1,8,2238,502,446
1,8,2318,503,461
1,8,2318,503,461
1,8,2208,502,440
1,8,2208,502,440
1,8,2278,503,453
1,8,2278,503,453
1,9,2208,503,439
1,9,2208,503,439
1,9,2259,502,450
1,9,2259,502,450
2,10,2293,503,456
2,10,2293,503,456
2,10,2223,502,443
2,10,2223,502,443
2,10,2248,503,447
2,10,2248,503,447
2,10,2369,503,471
2,11,2369,503,471
2,11,2925,501,584
2,11,2925,501,584
2,11,2253,502,449
2,12,2253,502,449
2,12,2204,501,440
2,12,2204,501,440
2,12,2399,503,477
2,12,2399,503,477
2,12,1906,503,379
2,12,1906,503,379
2,13,1814,504,360
2,13,1814,504,360
2,13,1830,503,364
2,13,1830,503,364
2,13,2409,503,479
2,13,2409,503,479
2,13,1814,504,360
2,14,1814,504,360
2,14,1825,503,363
2,14,1825,503,363
2,14,1851,503,368
2,14,1851,503,368
2,14,1825,503,363
2,14,1825,503,363
3,15,1820,503,362
3,15,1820,503,362
3,15,1820,503,362
3,15,1820,503,362
3,15,2107,503,419
3,15,2107,503,419
3,15,1871,503,372
3,15,1871,503,372
3,16,1824,504,362
3,16,1824,504,362
3,16,1829,504,363
3,16,1829,504,363
3,16,1825,503,363
3,16,1825,503,363
3,16,1871,503,372
3,17,1871,503,372
3,17,2122,503,422
3,17,2122,503,422
3,17,2253,503,448
3,17,2253,503,448
3,17,1820,503,362
3,17,1820,503,362
3,18,1825,503,363
3,18,1825,503,363
3,18,1810,503,360
3,18,1810,503,360
3,18,1825,503,363
3,18,1825,503,363
3,18,1810,503,360
3,19,1810,503,360
3,19,1815,503,361
3,19,1815,503,361
3,19,1829,504,363
