p,rate,pktsz,lat_median,lat_99th,mean_tput
0,0.1,64,2258891.5,4113738.689999999,0.09047272727272727
0,0.1,256,3095454.0,4989000.4,0.08313018181818183
0,0.1,512,4515431.0,6752854.6,0.07093527272727274
0,0.1,1518,4603521.0,8560689.510000002,0.105984
0,1,64,2043633.0,4130640.600000009,0.9457163636363637
0,1,256,2832328.5,5523408.20000001,0.9235549090909092
0,1,512,4318794.0,6728124.3,0.9504581818181819
0,1,1518,4530799.5,8649380.02,1.05984
0,10,64,2099719.5,4030352.099999998,9.359010909090909
0,10,256,2888107.0,4927345.450000003,9.227357090909091
0,10,512,3577571.0,5810838.090000001,9.568814545454547
0,10,1518,4525533.0,8534512.15,9.8808
0,100,64,464710494.0,735992419.64,1.6714243636363637
0,100,256,58407208.5,224802183.0499999,9.301486909090908
0,100,512,44422811.0,120283837.72000004,21.373609090909092
0,100,1518,7935302.0,12101767.780000001,97.59869054545456
0.01,0.1,64,2286846.0,4892306.28,0.09088618181818181
0.01,0.1,256,3188296.0,5379750.66999999,0.08232181818181818
0.01,0.1,512,4691303.0,6978886.640000001,0.07161636363636363
0.01,0.1,1518,4571668.0,8746246.32,0.141312
0.01,1,64,2153840.0,5063860.619999997,0.944
0.01,1,256,3079623.0,6399547.750000003,0.9248581818181818
0.01,1,512,4377222.5,6833093.75,0.9504581818181819
0.01,1,1518,4540628.0,8610859.34,1.05984
0.01,10,64,2125737.5,4576342.489999947,9.376552727272728
0.01,10,256,3004340.0,5576159.620000003,9.225152363636363
0.01,10,512,4301430.0,7042133.680000003,9.584888363636363
0.01,10,1518,4520105.5,8650872.049999999,9.916376363636363
0.01,100,64,586600682.0,896667599.95,1.342270181818182
0.01,100,256,78611082.5,309784840.26,8.068623636363636
0.01,100,512,53354765.0,178782363.3099996,18.832725454545454
0.01,100,1518,7931484.5,11902147.749999996,97.68259454545455
0.05,0.1,64,2381746.5,6234682.010000004,0.09229200000000001
0.05,0.1,256,3202397.0,7177186.22,0.08343890909090909
0.05,0.1,512,4425854.0,6793193.800000006,0.07149381818181817
0.05,0.1,1518,4744299.5,9244802.49,0.141312
0.05,1,64,2181744.0,6971769.720000005,0.9480436363636364
0.05,1,256,3050648.0,7403294.239999999,0.9242065454545454
0.05,1,512,4505731.5,8199847.5,0.9515752727272727
0.05,1,1518,4680178.0,8883495.6,1.05984
0.05,10,64,2197941.0,14332771.999999978,9.406642181818182
0.05,10,256,3108331.0,7770597.68,9.244053090909091
0.05,10,512,4412061.0,8869499.639999997,9.584765818181818
0.05,10,1518,4582604.0,8942360.8,9.916253818181819
0.05,100,64,584549811.5,886646204.82,1.3751367272727273
0.05,100,256,79974691.0,4306211595.599967,8.018976727272728
0.05,100,512,58950623.0,1463240179.0,18.496605090909092
0.05,100,1518,8403899.0,12665885.4,97.68191999999999
0.1,0.1,64,2358416.5,8095474.600000002,0.09272218181818181
0.1,0.1,256,3347972.0,9082149.479999999,0.04173745454545454
0.1,0.1,512,4877531.5,12794435.120000001,0.07161636363636363
0.1,0.1,1518,4722654.0,10102577.319999997,0.14143454545454545
0.1,1,64,2135943.5,9432860.55,0.9551480000000001
0.1,1,256,3060469.0,9636203.19999999,0.9291698181818182
0.1,1,512,4585497.5,9640452.999999996,0.953250909090909
0.1,1,1518,4763102.0,9766903.75,1.05984
0.1,10,64,2220479.0,1079850609.7999995,9.14752
0.1,10,256,3146138.5,10385676.149999993,9.266019272727272
0.1,10,512,4317891.0,11097613.0,9.597050545454547
