p,rate,pktsz,lat_median,lat_99th,mean_tput
0,0.1,64,374148.5,716633.06,0.08782545454545454
0,0.1,128,366976.0,613591.2,0.08271127272727273
0,0.1,256,394892.5,649358.0,0.08201309090909092
0,0.1,512,393824.0,639581.9,0.0687010909090909
0,0.1,1024,431986.5,609988.88,0.07521745454545455
0,0.1,1280,465705.0,738457.16,0.07087163636363636
0,0.1,1518,486021.0,746907.6,0.11604254545454545
0,0.5,64,365521.0,699537.9599999997,0.4804716363636363
0,0.5,128,376528.0,714373.0,0.4350432727272727
0,0.5,256,383403.0,690465.92,0.46443054545454543
0,0.5,512,403887.0,657323.7999999996,0.4760669090909091
0,0.5,1024,449824.0,817837.8999999994,0.2893265454545454
0,0.5,1280,487733.0,781138.6199999999,0.3602618181818182
0,0.5,1518,567545.5,961048.62,0.4606163636363636
0,1,64,368292.0,712156.0700000001,0.9609465454545455
0,1,128,363308.0,716161.9999999998,0.8700898181818182
0,1,256,392029.5,695804.9100000001,0.9296679999999999
0,1,512,412734.0,705804.22,0.9485963636363637
0,1,1024,456927.0,870549.19,0.8802676363636364
0,1,1280,470268.5,789050.6499999998,0.8852945454545453
0,1,1518,587999.5,1091010.84,0.873264
0,10,64,351563.0,702099.4000000001,9.551796363636365
0,10,128,354274.0,704110.4399999998,8.716055272727273
0,10,256,395618.0,704632.5199999999,9.351200727272726
0,10,512,409229.5,711910.19,9.694054545454545
0,10,1024,464607.0,964707.5000000022,9.230275636363636
0,10,1280,487949.5,953974.1000000002,9.079747636363635
0,10,1518,645291.0,1200908.0499999945,9.173936363636365
0,50,64,260761.5,447080.53,47.82500472727273
0,50,128,281022.0,690978.6799999999,43.424983636363635
0,50,256,358076.5,697449.39,46.64360181818182
0,50,512,409695.5,721106.02,48.505140727272725
0,50,1024,471936.0,2614855.8000000846,47.01686690909091
0,50,1280,520987.0,3688850.480000017,46.5664
0,50,1518,645460.0,3226858.600000032,46.696991999999995
0,100,64,176189.0,401294.83999999997,95.91764363636364
0,100,128,220392.0,440636.2,87.08676109090909
0,100,256,355110.0,697658.2400000001,93.43360618181819
0,100,512,401845.0,720089.5000000002,97.04125127272727
0,100,1024,484142.0,5100450.559999964,96.34449854545454
0,100,1280,489491.0,7171603.950000044,95.52036472727272
0,100,1518,634503.5,6326646.639999965,96.01555781818183
0.01,0.1,64,494521.0,1179925.9599999995,0.09321672727272727
0.01,0.1,128,456715.0,1011922.0,0.08353527272727274
0.01,0.1,256,443875.0,859005.78,0.083256
0.01,0.1,512,426365.0,739021.72,0.07106109090909091
0.01,0.1,1024,412127.0,876269.7000000001,0.03587272727272727
0.01,0.1,1280,520251.5,824254.52,0.05318763636363637
0.01,0.1,1518,661077.0,1062488.0799999998,0.09715199999999999
0.01,0.5,64,459866.5,1149289.4800000016,0.4804716363636363
0.01,0.5,128,449364.0,1104442.7599999995,0.4350432727272727
0.01,0.5,256,443881.0,1120896.0,0.46483236363636365
0.01,0.5,512,432155.0,971287.6799999997,0.476748
0.01,0.5,1024,451320.0,1062903.6,0.31166836363636363
0.01,0.5,1280,536358.0,970762.3999999994,0.38912
0.01,0.5,1518,650583.5,1084975.2499999998,0.391368
0.01,1,64,451669.0,1315237.5999999936,0.9606981818181818
0.01,1,128,453697.5,1247837.9700000002,0.869964
0.01,1,256,436914.0,1030239.9799999997,0.9295421818181818
0.01,1,512,438099.5,1179147.429999998,0.9476018181818182
0.01,1,1024,505508.0,1055387.4600000002,0.734177090909091
0.01,1,1280,615364.0,1058864.63,0.7621974545454545
0.01,1,1518,609206.0,1149820.48,0.8353018181818181
0.01,10,64,444217.0,1135371.6799999992,9.54040218181818
0.01,10,128,448107.0,1234513.5399999998,8.717544727272728
0.01,10,256,441106.0,1257553.9599999986,9.350516363636363
0.01,10,512,442982.0,1322660.2600000002,9.69430109090909
0.01,10,1024,537783.5,1293708.4199999997,9.409382545454546
0.01,10,1280,612411.0,1231996.000000001,9.201231272727274
0.01,10,1518,713955.0,1369690.0600000033,9.244469818181818
0.01,50,64,325672.0,862087.3000000012,47.72443127272727
0.01,50,128,416326.0,1050932.64,43.424395636363634
0.01,50,256,426584.5,1168397.7800000003,46.60577745454545
0.01,50,512,445363.0,1311584.0999999994,48.47702727272727
0.01,50,1024,584908.0,2106223.7000000332,49.00429418181818
0.01,50,1280,617582.5,3191865.269999981,48.89286436363636
0.01,50,1518,726667.0,2428774.0799998865,48.951482545454546
0.01,100,64,201907.0,563545.9299999992,95.63147636363635
0.01,100,128,332128.0,871865.2900000014,87.07779490909093
0.01,100,256,396879.5,1105267.3400000003,93.43143563636363
0.01,100,512,434654.0,1319798.2399999828,97.02772363636363
0.01,100,1024,594157.5,4080660.8999999496,98.49961345454545
0.01,100,1280,611580.0,6370433.320000008,98.71651527272728
0.01,100,1518,656257.5,5276362.259999992,99.14165636363637
0.05,0.1,64,719407.0,1798503.9399999948,0.09321345454545454
0.05,0.1,128,786559.0,1771485.8,0.08365781818181818
0.05,0.1,256,846651.0,1847693.4799999997,0.08353527272727274
0.05,0.1,512,739952.0,2139494.35,0.07161963636363636
0.05,0.1,1024,780248.0,1551939.2,0.0954509090909091
0.05,0.1,1280,940105.0,1660681.32,0.10950763636363636
0.05,0.1,1518,632055.0,1126973.68,0.08458181818181819
0.05,0.5,64,742835.0,2100564.08,0.4803490909090909
0.05,0.5,128,718375.0,1924646.5599999998,0.4349207272727273
0.05,0.5,256,714466.0,1764762.1299999987,0.46470981818181817
0.05,0.5,512,712748.0,1787245.5600000022,0.4719709090909091
0.05,0.5,1024,678228.0,1849867.7200000002,0.35275418181818186
0.05,0.5,1280,733366.5,1812830.73,0.37667854545454543
0.05,0.5,1518,599253.0,1449157.27,0.2855098181818182
0.05,1,64,751236.0,2237596.9600000004,0.9609465454545455
0.05,1,128,708725.5,1947671.6799999997,0.869964
0.05,1,256,738869.0,2048154.7000000011,0.9270287272727273
0.05,1,512,764367.0,1919987.8000000003,0.9483465454545454
0.05,1,1024,753279.5,1813138.2099999997,0.68974
0.05,1,1280,682956.5,1643180.2199999993,0.6694461818181818
0.05,1,1518,683606.5,1787596.1400000001,0.7624345454545455
0.05,10,64,709448.0,1927795.6000000006,9.540567272727273
0.05,10,128,722461.0,1938401.2600000002,8.710842181818181
0.05,10,256,721912.0,1938798.9,9.356288
0.05,10,512,737231.0,2156384.720000001,9.688529454545453
0.05,10,1024,758505.0,1936474.3400000003,9.31703309090909
0.05,10,1280,786154.5,2001611.7699999993,9.212864363636363
0.05,10,1518,812276.0,2005904.6200000006,9.330578545454546
0.05,50,64,375695.0,945179.6400000004,47.54875745454545
0.05,50,128,498367.0,1418259.199999998,43.26815818181818
0.05,50,256,658303.5,1781099.1999999997,46.550793454545456
0.05,50,512,734565.0,1977246.5200000005,48.30574327272727
0.05,50,1024,775578.5,2143899.259999999,48.77194254545454
0.05,50,1280,810468.0,2345289.999999998,48.91567490909091
0.05,50,1518,856261.5,2295819.1200000015,49.43117381818182
0.05,100,64,249227.0,679262.5999999996,95.04366545454546
0.05,100,128,341720.0,708583.3600000001,86.59279127272727
0.05,100,256,452976.5,1253067.890000003,93.37669818181818
0.05,100,512,669343.5,1855611.700000001,96.90260945454546
0.05,100,1024,777757.5,2259241.8599999994,98.34533236363636
0.05,100,1280,808924.0,2436630.1199999996,98.56071381818181
0.05,100,1518,855124.0,3758680.419999872,99.19630436363637
0.1,0.1,64,971756.5,2463145.6600000006,0.09321672727272727
0.1,0.1,128,916594.0,2203148.0600000015,0.08365781818181818
0.1,0.1,256,956746.0,2267593.09,0.08365781818181818
0.1,0.1,512,1249646.0,2434947.8999999994,0.07174218181818182
0.1,0.1,1024,1157400.0,2307283.44,0.09557345454545454
0.1,0.1,1280,841590.0,2043723.3499999999,0.08936727272727273
0.1,0.1,1518,1052266.5,2361295.5899999994,0.105984
0.1,0.5,64,959602.0,2664828.1999999993,0.4803490909090909
0.1,0.5,128,990225.5,2488963.7399999993,0.4349207272727273
0.1,0.5,256,992119.0,2419653.4399999985,0.46470981818181817
0.1,0.5,512,1069874.0,2469581.96,0.476748
0.1,0.5,1024,921021.0,2280358.3000000003,0.476748
0.1,0.5,1280,990808.0,2533607.4,0.47348981818181823
0.1,0.5,1518,917215.5,2349290.12,0.4124665454545454
0.1,1,64,957031.0,2685648.519999999,0.9608207272727273
0.1,1,128,1014169.0,2855536.789999999,0.8699672727272727
0.1,1,256,950797.0,2835391.7600000035,0.9295454545454545
0.1,1,512,1010262.0,2513772.220000003,0.9533767272727272
0.1,1,1024,922811.0,2134075.0,0.8822552727272727
0.1,1,1280,943931.0,2438002.08,0.7862785454545453
0.1,1,1518,879714.0,2348683.3199999994,0.744648
0.1,10,64,909266.0,2380951.219999996,9.537890909090908
0.1,10,128,960264.0,2621252.0,8.708654545454545
0.1,10,256,960097.0,2655251.04,9.362278545454547
0.1,10,512,980521.5,2675320.4299999992,9.677484363636363
0.1,10,1024,995843.5,2685559.5500000003,9.21724290909091
0.1,10,1280,1016565.0,2772028.3000000003,9.05135490909091
0.1,10,1518,1033560.0,3092515.3199999966,9.123578545454546
0.1,50,64,353870.0,709418.0599999999,47.45647163636363
0.1,50,128,494357.0,1296626.0800000003,43.19779527272728
0.1,50,256,851574.0,2328805.8400000003,46.43182
0.1,50,512,960481.0,2587596.9399999985,48.349306545454546
0.1,50,1024,1011921.0,2725017.000000001,48.590103272727276
0.1,50,1280,1038759.5,2827108.63,48.66466909090909
0.1,50,1518,1048140.0,2760243.560000001,48.697992
0.1,100,64,278604.0,680813.95,94.83502545454544
0.1,100,128,350101.0,706935.3,86.29992727272727
0.1,100,256,454325.0,1207203.04,92.94776472727273
0.1,100,512,809757.0,2227479.979999999,96.898636
0.1,100,1024,995999.5,2712191.8500000127,98.21860472727272
0.1,100,1280,1054792.0,2907901.62,98.405252
0.1,100,1518,1045835.0,2932430.3099999977,98.95054181818182
0.25,0.1,64,1848490.0,4330054.76,0.09333927272727273
0.25,0.1,128,1768868.0,4325809.399999998,0.08353527272727274
0.25,0.1,256,2002613.0,4409366.84,0.08353527272727274
0.25,0.1,512,1938041.0,4748770.6,0.07161963636363636
0.25,0.1,1024,1946898.5,3468841.5600000005,0.09532509090909091
0.25,0.1,1280,1894363.5,4522874.309999999,0.11915636363636363
0.25,0.1,1518,1874702.0,4241977.2,0.141312
0.25,0.5,64,1846899.0,4415492.5,0.4803490909090909
0.25,0.5,128,1812461.0,4577859.279999999,0.43504654545454546
0.25,0.5,256,1758291.0,4204661.600000001,0.46483563636363634
0.25,0.5,512,1823078.0,4157060.119999999,0.4767512727272727
0.25,0.5,1024,1747213.5,3927503.8299999996,0.4767512727272727
0.25,0.5,1280,1916770.0,4807537.4,0.45813309090909093
0.25,0.5,1518,1730595.0,4562510.269999997,0.565248
0.25,1,64,1787628.0,4431877.9799999995,0.9608207272727273
0.25,1,128,1841008.5,4456075.850000001,0.869964
0.25,1,256,1879671.5,4426237.6899999995,0.9295421818181818
0.25,1,512,1754058.0,4338248.599999998,0.9533734545454545
0.25,1,1024,1917477.0,4464062.599999999,0.953250909090909
0.25,1,1280,1951248.0,4282208.240000001,0.9830399999999999
0.25,1,1518,2041271.0,4960262.750000003,1.0245119999999999
0.25,10,64,1117651.0,2954992.0799999996,9.536261818181817
0.25,10,128,1694871.0,4088413.999999999,8.707025454545455
0.25,10,256,1844654.5,4532937.3,9.351942181818181
0.25,10,512,1867559.0,4553818.239999998,9.699450545454546
0.25,10,1024,1793227.0,4444369.34,9.694237454545455
0.25,10,1280,1873682.0,4580649.4399999995,9.717882545454547
0.25,10,1518,1889696.0,4692329.67,9.638594545454545
0.25,50,64,435080.0,988443.8399999999,47.40111490909091
0.25,50,128,464714.0,1032393.36,43.10386981818182
0.25,50,256,894374.0,2029272.8600000003,46.28082981818182
0.25,50,512,1483088.0,3708291.7199999993,48.193661818181816
0.25,50,1024,1775684.0,4273427.01,49.33086036363636
0.25,50,1280,1832830.0,4534803.879999999,49.41777454545455
0.25,50,1518,1818142.0,4405039.400000004,48.77196
0.25,100,64,9284267.0,10460053.99,84.29134545454545
0.25,100,128,424542.0,948363.7199999999,86.08795927272726
0.25,100,256,451712.0,4701877.879999785,92.45606181818182
0.25,100,512,834504.5,2040250.519999999,95.92751490909092
0.25,100,1024,1423225.5,3725978.9399999995,98.3871629090909
0.25,100,1280,1765827.0,4244424.240000001,98.54523127272728
0.25,100,1518,1743395.5,4240886.589999993,98.239992
0.5,0.1,64,2820213.0,5673207.620000001,0.09321672727272727
0.5,0.1,128,2895690.5,5760653.3999999985,0.08353527272727274
0.5,0.1,256,2846882.0,5623243.96,0.083532
0.5,0.1,512,2961790.5,5763635.280000001,0.07161636363636363
0.5,0.1,1024,3068138.0,5901198.24,0.09544763636363637
0.5,0.1,1280,2712331.0,5360664.390000001,0.08948981818181818
0.5,0.1,1518,2984985.0,6133561.7,0.141312
0.5,0.5,64,3105365.0,6681879.0,0.4803490909090909
0.5,0.5,128,3064969.0,6734916.470000001,0.4349207272727273
0.5,0.5,256,3025095.0,6497362.319999998,0.46470981818181817
0.5,0.5,512,2845134.0,5566598.389999999,0.4766254545454545
0.5,0.5,1024,2753459.0,5744092.4399999995,0.3981792727272727
0.5,0.5,1280,2806529.0,5604155.35,0.4809370909090909
0.5,0.5,1518,2805593.0,5857798.779999998,0.5301683636363637
0.5,1,64,3165458.5,6843151.890000001,0.9609465454545455
0.5,1,128,3202287.0,6960839.9,0.8700898181818182
0.5,1,256,3057555.5,6582881.16,0.9295454545454545
0.5,1,512,3079664.0,6659637.109999999,0.9533767272727272
0.5,1,1024,2885588.0,5896726.799999997,0.8895767272727273
0.5,1,1280,2702176.0,5729348.5600000005,0.789410909090909
0.5,1,1518,2520013.5,5677812.600000001,0.719256
0.5,10,64,1077174.0,2537537.8400000003,9.536232727272726
0.5,10,128,1760129.0,4088465.959999992,8.711540363636365
0.5,10,256,3100809.0,6643244.990000003,9.350456000000001
0.5,10,512,3228929.0,7005226.400000001,9.69945381818182
0.5,10,1024,3234112.5,6979760.65,9.866272727272726
0.5,10,1280,3192288.0,6740796.300000001,9.890104000000001
0.5,10,1518,3184448.0,6941288.34,9.508325818181817
0.5,50,64,17587678.0,19026348.59,44.492363636363635
0.5,50,128,697207.0,4332305.879999991,43.07325672727273
0.5,50,256,708898.0,1510581.7000000002,46.212840727272734
0.5,50,512,1273766.0,2779396.8000000017,48.05774581818182
0.5,50,1024,3080727.5,6672029.4,49.165155272727276
0.5,50,1280,3124061.0,6713669.000000002,49.235904363636365
0.5,50,1518,3129788.0,6825605.04,49.53881054545455
0.5,100,64,18182081.5,19974622.819999997,44.44009345454545
0.5,100,128,16810552.0,18361627.11,71.05936290909091
0.5,100,256,666582.0,1433616.1199999999,92.32653963636363
0.5,100,512,711718.0,7871696.439999996,95.727616
0.5,100,1024,1265051.5,4891380.640000001,97.39841163636363
0.5,100,1280,1722571.0,3984655.1399999997,98.22779127272727
0.5,100,1518,1975718.0,4767658.79999999,98.12143781818182
1,0.1,64,3719185.0,10287978.46,0.09321672727272727
1,0.1,128,3661647.0,6557176.26,0.08353527272727274
1,0.1,256,3691650.0,6561236.48,0.08353527272727274
1,0.1,512,3778500.0,6843784.959999999,0.07174218181818182
1,0.1,1024,3619005.0,6334839.6,0.09557345454545454
1,0.1,1280,3842989.0,6800291.820000001,0.11940472727272727
1,0.1,1518,3763759.0,6885165.91,0.14143781818181816
1,0.5,64,6087383.0,11772101.549999999,0.4803490909090909
1,0.5,128,5465880.0,11593834.700000003,0.4349207272727273
1,0.5,256,4893494.5,11688565.68,0.46470981818181817
1,0.5,512,3743265.0,10018197.040000012,0.4766254545454545
1,0.5,1024,3609600.0,6407572.039999999,0.4766254545454545
1,0.5,1280,3667510.0,6640942.88,0.5363294545454544
1,0.5,1518,3642584.5,6458779.18,0.5653738181818182
1,1,64,5919032.0,11249891.24,0.960824
1,1,128,5939487.0,11383073.600000001,0.8699672727272727
1,1,256,5369461.0,11413823.35,0.9295454545454545
1,1,512,4753694.0,11299698.16,0.953250909090909
1,1,1024,3751024.0,10073433.879999999,0.953250909090909
1,1,1280,3651158.0,6606700.71,1.0129516363636364
1,1,1518,3658227.0,6698288.100000005,1.0599625454545454
1,10,64,1236602.5,9943061.710000027,9.53440618181818
1,10,128,1688684.0,10946632.72000003,8.708684000000002
1,10,256,3426219.0,6823981.489999998,9.348747636363635
