p,rate,pktsz,lat_median,lat_99th,mean_tput
1,10,512,5930556.0,11259482.48,9.699328
1,10,1024,5957013.0,11286883.28,9.866146909090908
1,10,1280,6046856.0,11911650.399999999,9.919767272727272
1,10,1518,5994208.0,11384070.719999999,10.033152
1,50,64,36075721.5,38236455.64,22.481082545454544
1,50,128,33262363.0,34778127.69,35.983529090909094
1,50,256,1169395.0,2324515.75,46.201080363636365
1,50,512,1253446.0,2372571.2600000002,48.00127236363636
1,50,1024,2469314.0,5501380.679999996,49.08485054545454
1,50,1280,3250446.0,6772331.76,49.30944945454546
1,50,1518,3924553.0,8621723.700000001,49.530408
1,100,64,37181706.0,40519842.17,22.104203636363636
1,100,128,34273333.0,36758075.489999995,35.970048
1,100,256,20142811.0,21471271.78,71.80157672727273
1,100,512,1195531.0,2334670.3,95.8065570909091
1,100,1024,1245934.5,2389495.0099999993,97.92468727272728
1,100,1280,1520126.0,2835946.91,98.430264
1,100,1518,1807516.0,3627100.0,98.83738181818183
