cores,pkt_sz,target_rate,target_pps,rate_median,rate_mean,pps_median,pps_mean,rate_95ci,pps_95ci
3,64,10,19531.25,8.897813090909091,8.897813090909091,13902.68181818182,13902.68181818182,0.32033018181818207,500.818181818182
3,256,10,4882.8125,8.388547636363636,8.388547636363636,4095.954545454545,4095.954545454545,0.11196072727272721,54.63636363636351
3,512,10,2441.40625,8.804850181818182,8.804850181818182,2149.636363636364,2149.636363636364,0.3166298181818181,77.27272727272748
3,1518,10,823.4519104084321,9.853877818181818,9.853877818181818,811.4545454545455,811.4545454545455,0.007979636363636189,0.7272727272727479
