cores,pkt_sz,total_mean,total_stdev,total_95ci,total_median,user_mean,user_stdev,user_95ci,user_median,system_mean,system_stdev,system_95ci,system_median
1,64,0.014896005541307275,0.005900923411509838,0.011801846823019676,0.015306122448979553,0.0031209097509818434,0.002767629648671288,0.005535259297342576,0.005076142131979695,0.010357773569012848,0.004223608319419334,0.008447216638838668,0.010256410256410256
3,64,0.040416002567749576,0.011242851400567081,0.022485702801134162,0.041131377213851406,0.00733828665185778,0.004788366714524719,0.009576733429049439,0.0052496693121693114,0.030202080704988768,0.008253116637916568,0.016506233275833136,0.030848532910388582
5,64,0.058347271437528714,0.015290608806386347,0.030581217612772695,0.05319148936170215,0.01044943899351716,0.004947037536235597,0.009894075072471194,0.010471204188481676,0.04351284259082605,0.00888061938436679,0.01776123876873358,0.04177574171029669
1,256,0.016999514660480424,0.00973476174298199,0.01946952348596398,0.015228426395939132,0.003679881191514995,0.004433643108457802,0.008867286216915604,0.0025252525252525255,0.010902282053012014,0.00625953980386105,0.0125190796077221,0.010256410256410256
3,256,0.03689701448286285,0.010172729482079347,0.020345458964158694,0.03626943005181349,0.009327601144079396,0.0041508045453456655,0.008301609090691331,0.010362694300518135,0.025558812267512276,0.006309789853490767,0.012619579706981535,0.025575614861329147
5,256,0.0592274691992718,0.012857336778437261,0.025714673556874523,0.061855670103092786,0.009386721001180104,0.0049530233909365435,0.009906046781873087,0.010309278350515464,0.04766915080572635,0.01096050819018192,0.02192101638036384,0.046875
1,512,0.014698464480199094,0.005421459938571159,0.010842919877142318,0.015228426395939132,0.003251048229293335,0.002724049872619426,0.005448099745238852,0.005076142131979695,0.010741669835708047,0.004417663371204416,0.008835326742408832,0.01020408163265306
3,512,0.03324320412755642,0.005781662265590301,0.011563324531180603,0.03125,0.006048150789342053,0.00414495676164145,0.0082899135232829,0.005208333333333333,0.026040582326322434,0.006178223059842687,0.012356446119685375,0.026041666666666668
5,512,0.06310315313728304,0.015335207860800526,0.030670415721601053,0.06666666666666665,0.010423045054549836,0.008487701796237455,0.01697540359247491,0.010230245944531658,0.05122098351490119,0.01258854189733033,0.02517708379466066,0.054516250944822375
1,1518,0.013160598708162422,0.004821160560630779,0.009642321121261559,0.015228426395939132,0.0026899324299701583,0.00281175913800474,0.00562351827600948,0.0025252525252525255,0.009901570131002766,0.004587583202550589,0.009175166405101179,0.010178182948306226
3,1518,0.034659771703409135,0.010225353659132621,0.020450707318265243,0.03125,0.008483714786198667,0.004892289105327841,0.009784578210655683,0.010309278350515464,0.025743520643823677,0.008332969224513138,0.016665938449026276,0.02577319587628866
5,1518,0.05388872466742919,0.01702639980393149,0.03405279960786298,0.05305077113587753,0.009323473544032545,0.005484706489892308,0.010969412979784616,0.010256410256410256,0.043397824698280414,0.013026408217182154,0.026052816434364308,0.046632124352331605
