cores,pkt_sz,target_rate,target_pps,rate_median,rate_mean,pps_median,pps_mean,rate_95ci,pps_95ci
1,64,1,1953.125,0.960824,0.960824,1501.1363636363635,1501.1363636363635,0.0002516363636364538,0.0909090909092356
3,64,1,1953.125,0.9606981818181818,0.9606981818181818,1501.090909090909,1501.090909090909,0.0,0.0
5,64,1,1953.125,0.9606981818181818,0.9606981818181818,1501.090909090909,1501.090909090909,0.0,0.0
7,64,1,1953.125,0.9608207272727273,0.9608207272727273,1501.1363636363635,1501.1363636363635,0.00024509090909097253,0.0909090909092356
1,256,1,488.28125,0.9295454545454545,0.9295454545454545,453.8636363636364,453.8636363636364,0.0002516363636363428,0.09090909090912191
3,256,1,488.28125,0.9294196363636363,0.9294196363636363,453.8181818181818,453.8181818181818,0.0,0.0
5,256,1,488.28125,0.9294196363636363,0.9294196363636363,453.8181818181818,453.8181818181818,0.0,0.0
7,256,1,488.28125,0.9295421818181818,0.9295421818181818,453.8636363636364,453.8636363636364,0.00024509090909097253,0.09090909090912191
1,512,1,244.140625,0.9519476363636363,0.9519476363636363,232.4090909090909,232.4090909090909,0.002606545454545417,0.636363636363626
3,512,1,244.140625,0.9495272727272728,0.9495272727272728,231.8181818181818,231.8181818181818,0.007447272727272636,1.818181818181813
5,512,1,244.140625,0.9485963636363637,0.9485963636363637,231.5909090909091,231.5909090909091,0.009309090909090822,2.272727272727252
7,512,1,244.140625,0.9526287272727272,0.9526287272727272,232.5909090909091,232.5909090909091,0.001244363636363599,0.27272727272725206
1,1518,1,82.34519104084322,0.924048,0.924048,76.0909090909091,76.0909090909091,0.006623999999999963,0.5454545454545467
3,1518,1,82.34519104084322,0.9715199999999999,0.9715199999999999,80.0,80.0,0.0375359999999999,3.0909090909090935
5,1518,1,82.34519104084322,0.920736,0.920736,75.81818181818181,75.81818181818181,0.008831999999999951,0.7272727272727337
7,1518,1,82.34519104084322,0.940608,0.940608,77.45454545454545,77.45454545454545,0.06403200000000009,5.2727272727272805
