cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,779076.2544378699,178476.0,202251.40000000002,363561.0,606567.0,1132782.0,1566933.2000000004,2200956.4,2518693.0
3,64,586671.8917197452,101938.0,181794.8,356147.0,518341.0,779636.0,1023450.8,1330439.88,1528454.0
5,64,557250.1688311688,104204.0,198628.6,347992.5,484048.5,775973.0,927369.2000000001,1240593.49,1313092.0
7,64,579682.9192546584,83398.0,178552.0,357184.0,488859.0,776268.0,1027501.0,1381780.4000000004,1453728.0
1,256,915684.2040816327,161468.0,359441.0,385420.0,644025.0,1377225.0,1779806.0000000005,2227362.5199999996,2257255.0
3,256,555631.8181818182,115754.0,151152.9,349290.25,505747.0,768274.5,958606.5000000002,1148623.48,1160777.0
5,256,647180.75,170621.0,343964.0,376952.0,625095.0,899011.25,1014760.3,1279858.99,1300373.0
7,256,583772.0227272727,115071.0,228756.9,371067.0,539325.5,795862.5,967894.9000000001,1246053.63,1278845.0
1,512,890369.0952380953,191026.0,202113.0,392884.0,625565.0,1236789.0,1769462.0,2277717.8000000003,2356144.0
3,512,579333.1578947369,169131.0,186214.19999999998,395260.5,544856.0,761026.5,962461.3999999999,1108321.76,1117325.0
5,512,587660.6470588235,169932.0,321721.0,399668.0,634089.0,769385.0,908258.8,974382.88,985932.0
7,512,583007.7777777778,128607.0,246076.10000000003,388110.25,582121.0,734380.0,970276.5,1153132.8099999998,1183003.0
1,1518,775975.4375,239329.0,307690.0,471696.0,704343.5,987059.75,1349203.5,1617745.95,1655601.0
3,1518,744247.875,232785.0,387715.0,471718.25,707730.0,948932.25,1158400.5,1245633.7999999998,1260212.0
5,1518,777248.3529411765,244841.0,332319.4,501988.0,756018.0,1087379.0,1261506.6,1539445.44,1590080.0
7,1518,763356.5625,241997.0,360432.0,472293.0,713178.5,953791.25,1247713.5,1430401.5999999999,1449574.0
