cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2186099.4132983647,302272.0,760544.6000000001,1286775.25,2079015.5,2856661.0,3435120.5000000005,6268113.719999965,16206634.0
2,64,2194750.326530612,299665.0,803925.4000000001,1306150.0,2100733.0,2886092.5,3465235.000000002,5680171.78,12637956.0
3,64,2211841.8454393176,245665.0,871232.8,1336804.25,2121667.0,2905960.5,3483262.5,5467901.850000003,15114745.0
4,64,2168750.0814521047,298513.0,860242.1000000002,1307326.75,2107740.5,2881671.25,3421438.0,4900101.439999992,9898964.0
5,64,2172441.379212405,251099.0,883357.6,1318127.5,2101518.0,2889481.0,3437887.8,4878638.439999999,9835832.0
