cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1656.5555555555557,80.19543412390126,3.0326226172286397,1674.0
2,64,1695.082962962963,81.21166997032508,3.0710519847601745,1705.0
3,64,nan,nan,-999.0,nan
4,64,nan,nan,-999.0,nan
5,64,nan,nan,-999.0,nan
