cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1874.6,256.8202224644054,20.78719664497487,1782.0
2,64,1826.9933333333333,220.14239321150504,17.818469175328232,1749.5
3,64,1812.6266666666668,200.02901611738454,16.190479288714187,1737.0
4,64,1836.1266666666668,188.83432938837038,15.284374028848333,1749.5
5,64,1788.6533333333334,202.14483212675893,16.361734819253797,1669.0
6,64,1821.8933333333334,187.61294008913376,15.185513980758401,1752.0
7,64,nan,nan,-999.0,nan
1,128,1848.6333333333334,212.13767280288104,17.170561874160853,1777.0
2,128,1791.34,187.51927296502976,15.177932502519525,1672.5
3,128,1789.8466666666666,196.3705251700355,15.894358640516543,1682.0
4,128,1788.9933333333333,188.78536301548615,15.280410658626238,1700.0
5,128,1749.2133333333334,178.04039192148377,14.410705676159182,1654.0
6,128,1791.7533333333333,180.53889467061907,14.61293612151087,1700.0
7,128,nan,nan,-999.0,nan
1,256,1883.08,246.49501739386133,19.9514677987745,1785.5
2,256,1793.66,177.25062595093988,14.346781502370732,1695.0
3,256,1784.58,179.44125389664438,14.524092359928545,1661.5
4,256,1750.8933333333334,161.28001102292734,13.05410949288455,1654.5
5,256,1787.2666666666667,173.22227211174538,14.02072390999217,1710.0
6,256,1787.4333333333334,177.47658687525205,14.365070927255942,1703.0
7,256,nan,nan,-999.0,nan
1,512,1905.4066666666668,273.71394061846553,22.1545852328494,1767.0
2,512,1808.2333333333333,200.09769003053373,16.1960378001246,1674.0
3,512,1810.28,215.52686205358873,17.44488506703658,1674.0
4,512,1803.1533333333334,206.1183070202375,16.683350473901328,1687.0
5,512,1784.0333333333333,172.7420974233618,13.981858256907685,1684.0
6,512,1820.46,228.67518827658878,18.509119184299948,1674.0
7,512,nan,nan,-999.0,nan
1,1024,1819.38,187.6163699325479,15.185791594525881,1775.5
2,1024,1790.5733333333333,138.80073710979428,11.234622371564342,1741.0
3,1024,1750.08,125.35126751120895,10.146013512676177,1664.0
4,1024,1764.8533333333332,147.25127669697432,11.918614568398539,1659.0
5,1024,1751.0533333333333,120.28498308415541,9.73594514020158,1669.0
6,1024,1779.4933333333333,139.4502896694334,11.287197580241127,1674.0
7,1024,nan,nan,-999.0,nan
1,1280,1777.1266666666668,137.9399046283884,11.16494602794296,1744.5
2,1280,1757.88,119.65121088675478,9.684647204357361,1690.0
3,1280,1741.98,111.41014136962578,9.017609651887255,1679.0
4,1280,1743.1,110.5739420779899,8.949927134744257,1682.0
5,1280,1747.0066666666667,119.33272793142523,9.65886898581607,1697.5
6,1280,1754.58,117.19677299311616,9.485983397207065,1674.0
7,1280,nan,nan,-999.0,nan
1,1518,1782.6466666666668,131.23084681413724,10.621910503913341,1700.5
2,1518,1739.58,101.03967999421482,8.178217730794813,1684.0
3,1518,1710.6133333333332,91.8282299852405,7.432636947145852,1659.0
4,1518,1736.2666666666667,105.31012402529123,8.52387026151655,1657.0
5,1518,1730.9866666666667,96.86602339772644,7.840399238281748,1679.5
6,1518,1732.2266666666667,100.23333754572656,8.112951846048418,1664.0
7,1518,nan,nan,-999.0,nan
