cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1721.58,71.22155759786968,5.764719417114861,1695.0
2,64,1668.4,29.42651865239923,2.3818016507217408,1661.5
3,64,1664.8066666666666,48.72832121968588,3.944102164748756,1649.0
4,64,1651.0733333333333,18.670867384481337,1.511232207998205,1644.0
5,64,1657.56,22.954296620313446,1.8579357696789884,1651.5
6,64,1658.4466666666667,18.677093516450093,1.5117361551886006,1654.0
7,64,nan,nan,-999.0,nan
1,128,1715.3466666666666,67.96430304865112,5.501075105200471,1695.0
2,128,1666.8666666666666,25.650644349714796,2.076179917030231,1659.0
3,128,1655.82,23.64489233076212,1.913833037805034,1649.0
4,128,1653.1133333333332,17.57328907429935,1.4223935022760088,1647.0
5,128,1657.2533333333333,21.83886036912692,1.7676516305413088,1649.0
6,128,1655.32,39.804240980076486,3.2217812780357917,1649.0
7,128,nan,nan,-999.0,nan
1,256,1707.9,64.31834885940404,5.205969190396672,1690.0
2,256,1664.84,25.1936711629462,2.039192208649297,1654.0
3,256,1651.4666666666667,22.826495326459753,1.8475914494330254,1643.0
4,256,1651.2866666666666,30.333553845352327,2.4552176720104626,1640.5
5,256,1660.9133333333334,30.105356481677624,2.4367472282617655,1649.0
6,256,1665.8266666666666,35.048489585461766,2.8368476521483217,1654.0
7,256,nan,nan,-999.0,nan
1,512,1705.3266666666666,45.49761849689375,3.6826069750175066,1690.0
2,512,1670.6666666666667,38.967279721439226,3.1540370867857064,1654.0
3,512,1647.16,16.336903011280935,1.3223196063247542,1639.0
4,512,1656.0533333333333,34.33167374629764,2.7788281096685523,1642.0
5,512,1651.86,20.1947286851462,1.6345745375570004,1645.5
6,512,1664.7066666666667,37.75032832822635,3.055536245709618,1649.0
7,512,nan,nan,-999.0,nan
1,1024,1708.9866666666667,51.75995706678625,4.189484751466011,1690.0
2,1024,1661.86,41.54403767890967,3.3626015598418917,1654.0
3,1024,1649.8466666666666,23.549023098398134,1.9060733194844488,1642.0
4,1024,1647.1266666666668,21.908383986248026,1.7732789175465768,1637.0
5,1024,1777.9266666666667,198.15008105530066,16.03839705685607,1674.0
6,1024,1656.2266666666667,19.700472639564317,1.5945691302184741,1649.0
7,1024,nan,nan,-999.0,nan
1,1280,1702.7733333333333,38.9858344644422,3.1555389198103967,1690.0
2,1280,1673.1466666666668,49.53549389635229,4.009435248706495,1654.0
3,1280,1655.2733333333333,48.077700536619766,3.8914405014637623,1642.0
4,1280,1651.8466666666666,22.132249973486402,1.7913987768558854,1642.0
5,1280,1669.54,51.94389665783652,4.204372942174928,1649.0
6,1280,1664.7533333333333,46.89689921045479,3.7958656704395253,1649.0
7,1280,nan,nan,-999.0,nan
1,1518,1709.1266666666668,53.704164539529785,4.346850174900169,1690.0
2,1518,1672.0933333333332,62.5628587013804,5.063878669747737,1654.0
3,1518,1649.9266666666667,26.125108399562457,2.114583347299572,1639.0
4,1518,1645.2733333333333,17.844848618641244,1.4443737092663014,1637.0
5,1518,1670.3266666666666,74.67221675801218,6.044018024632464,1649.0
6,1518,1666.64,44.59884602393504,3.6098597436850923,1649.0
7,1518,nan,nan,-999.0,nan
