cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1694.66,58.7203349218423,4.752862283842546,1690.0
2,64,1673.2133333333334,42.43388373562911,3.434626281210285,1656.5
3,64,1650.76,19.92943551634115,1.6131015350979396,1644.0
4,64,1649.56,16.439578258986245,1.3306302079749912,1644.0
5,64,1654.9,26.27311680533291,2.1265632443898994,1649.0
6,64,1658.8466666666666,24.203508469274084,1.9590477931263877,1649.0
7,64,nan,nan,-999.0,nan
1,128,1698.0733333333333,59.5826704858235,4.82266028794993,1690.0
2,128,1669.8933333333334,36.39911110025749,2.946167840222188,1654.0
3,128,1648.4266666666667,40.609743767831006,3.286979200093697,1644.0
4,128,1647.4266666666667,16.654267387736464,1.3480072863609394,1642.0
5,128,1656.1066666666666,32.60943558065502,2.6394290270138754,1647.0
6,128,1661.2933333333333,28.127696117686018,2.276674105947677,1649.0
7,128,nan,nan,-999.0,nan
1,256,1709.76,59.02922214180589,6.83642439301525,1686.0
2,256,1668.0133333333333,41.2266882276787,3.3369150878630762,1654.0
3,256,1652.7333333333333,22.981054999474868,1.8601016103756365,1644.0
4,256,1651.2133333333334,30.50367992372213,2.468987787975607,1639.5
5,256,1654.56,32.67200228534109,2.644493216980095,1644.0
6,256,1658.2,39.66610643862087,3.2106005779759244,1649.0
7,256,nan,nan,-999.0,nan
1,512,1701.6666666666667,46.183210032314655,3.7380992019463974,1679.0
2,512,1665.1466666666668,27.689802374801367,2.241230700223582,1654.0
3,512,1651.0733333333333,21.608670070650398,1.749019877347223,1644.0
4,512,1653.2866666666666,37.41877187841537,3.0286998499811943,1638.0
5,512,1652.42,19.060349769438478,1.5427571667735265,1644.0
6,512,1655.4066666666668,21.571307074187434,1.7459956919958586,1649.0
7,512,nan,nan,-999.0,nan
1,1024,1699.8133333333333,38.67219270857148,3.130152551117135,1684.0
2,1024,1662.8533333333332,25.360175253512917,2.0526691585545223,1654.0
3,1024,1656.08,32.0683686312021,2.5956347145238396,1647.0
4,1024,1649.4133333333334,30.113161389812408,2.4373789626268945,1637.0
5,1024,1650.7266666666667,21.38968494911092,1.7312950784973964,1644.0
6,1024,1656.6266666666668,21.149167569644174,1.7118274446189616,1649.0
7,1024,nan,nan,-999.0,nan
1,1280,1699.2333333333333,53.002190730404934,4.290031956031385,1684.0
2,1280,1665.0933333333332,28.526793643092027,2.308977320474696,1654.0
3,1280,1650.58,19.99142149356402,1.6181187206037748,1644.0
4,1280,1648.7666666666667,33.554814193429166,2.7159485897614104,1637.0
5,1280,1653.5866666666666,32.17539156284228,2.6042972205530077,1642.0
6,1280,1656.8733333333332,19.063856436257126,1.5430409986774976,1649.0
7,1280,nan,nan,-999.0,nan
1,1518,1700.8533333333332,58.53607282883114,4.737947989614099,1679.0
2,1518,1661.1733333333334,21.135987215068887,1.710760618105951,1654.0
3,1518,1654.5733333333333,40.02271799310431,3.239464950250749,1642.0
4,1518,1647.2533333333333,20.192469443389587,1.6343916730527326,1637.0
5,1518,1650.2133333333334,18.711702814608355,1.5145374543996013,1644.0
6,1518,1653.5533333333333,17.106932967529726,1.384646334218246,1649.0
7,1518,nan,nan,-999.0,nan
