cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
5,64,592558.570110114,132332.0,194271.0,263854.5,490080.0,727627.0,818358.0,1197484.5999999978,17607287.0
5,256,707494.1186440678,110057.0,296728.0,412407.25,653040.0,883288.75,977588.5,3975432.2999999826,9928525.0
5,512,696801.0566037736,130036.0,271943.2,440471.0,677825.0,911306.0,1034239.8,1996624.5800000024,5578918.0
5,1518,801018.868606702,205195.0,381497.6,522632.0,780399.0,1039436.75,1220732.8,1512256.2800000072,2864538.0
