cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1878.3666666666666,262.7513759346572,21.267268083020326,1724.5
2,64,1847.7,190.01707817983097,15.380106488986257,1772.0
3,64,1817.0133333333333,203.81360722211087,16.496806566059604,1742.0
4,64,1795.0533333333333,207.47750999941067,16.793365251310092,1684.5
5,64,1809.8866666666668,216.60044741925677,17.5317817681497,1676.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1846.3733333333332,258.79331641721785,20.946900158983794,1695.0
2,128,1799.38,188.12469871515185,15.22693605839595,1742.0
3,128,1794.8066666666666,188.42642053479537,15.251357619660894,1710.0
4,128,1787.32,186.7249428080423,15.113638900497449,1674.5
5,128,1796.24,182.8629607110199,14.801047545658548,1719.5
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1905.92,282.68176500557416,22.880446799448805,1747.0
2,256,1787.2866666666666,176.7380863185849,14.305296209569974,1688.0
3,256,1776.0066666666667,164.01818991265029,13.275739481689925,1700.0
4,256,1785.98,181.97298224370195,14.72901210688974,1676.5
5,256,1784.5333333333333,176.17561945084483,14.259769773708285,1669.0
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1899.52,268.1725991471413,21.70606543274937,1744.5
2,512,1814.68,190.50064986765793,15.419247097425682,1699.5
3,512,1791.18,185.43052859044903,15.008868167792116,1679.0
4,512,1792.6866666666667,182.18441706749297,14.746125779705608,1660.5
5,512,1781.44,174.11568874362433,14.093037636047484,1669.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1843.2666666666667,211.7875245512718,17.14222064584453,1777.0
2,1024,1774.0933333333332,132.28969960742305,10.707614740989811,1694.5
3,1024,1758.9066666666668,134.92345220737408,10.92079239765576,1659.0
4,1024,1753.2866666666666,133.27221949411995,10.787140542721431,1659.5
5,1024,1755.66,132.59697482723098,10.732485798093421,1659.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1847.3466666666666,182.20428047173374,14.747733536626129,1794.5
2,1280,1744.6733333333334,114.05831822166921,9.231954816944267,1691.0
3,1280,1759.7066666666667,124.79121479050072,10.100682479452985,1679.0
4,1280,1716.66,110.31765225928261,8.929182869326041,1657.0
5,1280,1752.26,126.13106569490854,10.209130887283209,1664.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1838.76,173.98427821693164,14.082401182136778,1777.0
2,1518,1746.2066666666667,107.63043538991293,8.711677779753018,1669.0
3,1518,1736.4933333333333,103.35026183915654,8.365237735349865,1666.5
4,1518,1716.7266666666667,97.71897779972026,7.909437925007069,1657.0
5,1518,1719.5266666666666,88.55835715629678,7.16797130342411,1674.0
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
