cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1699.1933333333334,77.3999738730935,6.264804468187435,1684.0
2,64,1668.6066666666666,33.45382821475327,2.7077747186503984,1654.0
3,64,1654.2466666666667,29.661408522785216,2.400813790337452,1644.0
4,64,1648.58,18.9839476049284,1.5365731256472372,1642.0
5,64,1657.4133333333334,47.49571021564882,3.8443338245385803,1649.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1710.26,54.82899841020868,4.437894963501094,1690.0
2,128,1669.82,37.85587933201394,3.0640796129365526,1659.0
3,128,1656.9333333333334,28.299980369054836,2.2906189058456903,1644.0
4,128,1643.68,28.13214531456853,2.277034226851015,1642.0
5,128,1669.1733333333334,41.40994190878428,3.3517477605728345,1651.5
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1721.1733333333334,76.76967688409852,6.213787817982734,1690.0
2,256,1664.3266666666666,60.976989831319884,4.935517406998429,1649.0
3,256,1656.62,41.15785384751412,3.331343588147547,1644.0
4,256,1647.4,28.225992749001172,2.284630299525702,1642.0
5,256,1661.5533333333333,34.11149105832553,2.7610063790089043,1649.0
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1689.06,25.22121593685232,2.041421700650517,1684.0
2,512,1666.4866666666667,35.34586004360655,2.8609170113699065,1654.0
3,512,1666.5933333333332,52.307819258267266,4.233829075286735,1647.0
4,512,1647.9066666666668,20.270946916434095,1.6407436910080833,1642.0
5,512,1661.1466666666668,29.95471841889948,2.424554485014596,1649.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1688.0666666666666,46.69998810373391,3.7799275567750783,1684.0
2,1024,1666.98,33.754894953670544,2.732143257253256,1651.5
3,1024,1652.4133333333334,25.65831552451477,2.0768008269318443,1642.0
4,1024,1654.16,26.0330763965127,2.107134216827376,1642.0
5,1024,1661.92,37.807145709067576,3.0601350816465356,1649.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1690.8866666666668,28.995065480564485,2.3468795490275625,1679.0
2,1280,1669.6666666666667,44.3847821768778,3.5925332760078845,1654.0
3,1280,1655.9,34.763150988750525,2.813752159654314,1644.0
4,1280,1650.24,20.727334609158024,1.6776840091183658,1642.0
5,1280,1662.3666666666666,41.16623481554864,3.332021949177374,1649.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1683.0,49.184821506910716,3.981051596331554,1674.0
2,1518,1668.34,41.626086372209755,3.3692426346984803,1649.0
3,1518,1650.3866666666668,17.712062430884654,1.4336259084500398,1644.0
4,1518,1645.9466666666667,43.53202448262148,3.5235105109354663,1639.0
5,1518,1658.5133333333333,20.60444504361997,1.6677372473722016,1649.0
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
