cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1694.7533333333333,59.86528617562008,4.845535386578717,1690.0
2,64,1655.6666666666667,61.61359878756926,4.987044951957728,1654.0
3,64,1658.02,19.83447167601564,1.6054150998006662,1654.0
4,64,1652.0933333333332,20.308076116549188,1.6437489527303342,1644.0
5,64,1667.3,42.988796990223705,3.47954132268751,1654.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1738.26,78.45469435710437,6.350174233450616,1695.0
2,128,1668.7533333333333,30.885581677468135,2.499899165506463,1656.5
3,128,1656.4266666666667,22.83428611150833,1.8482220406663146,1649.0
4,128,1652.3866666666668,18.09043455039768,1.4642515950794177,1647.0
5,128,1667.88,42.76212030913965,3.4611939639813727,1654.0
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1703.6133333333332,57.12848520853868,4.624016927732441,1690.0
2,256,1679.4933333333333,65.5568706459429,5.306215953205424,1654.0
3,256,1647.5266666666666,35.08916198613026,2.840139702838883,1642.0
4,256,1650.06,39.00174867874516,3.156827026716428,1647.0
5,256,1665.5733333333333,35.589576501492054,2.8806435807462094,1654.0
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1700.5666666666666,65.81736515202927,5.327300548767994,1690.0
2,512,1690.12,71.62903694266267,5.797701061580824,1659.0
3,512,1655.2133333333334,30.720153356098702,2.4865092890631786,1644.0
4,512,1650.7866666666666,28.24643615671817,2.286285002306613,1642.0
5,512,1659.7333333333333,26.331392333528854,2.131280103726681,1649.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1701.9,40.77364344769792,3.30024534729489,1690.0
2,1024,1676.72,56.693105988882515,4.588777049161877,1654.0
3,1024,1656.26,35.38934491246388,2.864436705073672,1644.0
4,1024,1650.9066666666668,19.256287861948426,1.5586165240318905,1644.0
5,1024,1661.5466666666666,29.25100264188487,2.3675952701264578,1649.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1700.6533333333334,42.206632443517954,3.4162324131121977,1684.0
2,1280,1669.1733333333334,46.054713355119496,3.7276985969183443,1649.0
3,1280,1651.9733333333334,25.578883652123853,2.070371559269688,1644.0
4,1280,1653.82,26.85717036472755,2.1738369211815325,1642.0
5,1280,1656.9666666666667,21.053397719977543,1.7040757703988447,1649.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1705.02,46.89441615658166,3.795664690436297,1690.0
2,1518,1665.8133333333333,33.43478959939116,2.706233720680757,1651.5
3,1518,1669.1733333333334,49.985564138281184,4.0458642282208075,1648.0
4,1518,1667.6733333333334,47.148629766822374,3.8162409061844755,1642.0
5,1518,1655.3666666666666,19.48004677156146,1.576727716408186,1649.0
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
