cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2201682.5977653633,159319.0,259299.0,425658.5,1117010.0,4592480.5,5644022.0,6759766.02,7303833.0
3,64,1251307.937037037,105056.0,228947.30000000002,464257.75,1159063.0,1947580.25,2419475.0,2961350.52,3246231.0
5,64,1183472.32,103679.0,246071.1,502291.75,1059365.5,1692510.75,2401343.0000000005,3108156.62,3238975.0
7,64,1147060.0666666667,104646.0,243103.0,500341.5,1075938.0,1706502.0,2116508.6000000006,2659122.14,2896288.0
1,256,2004284.648148148,170388.0,199268.0,420615.5,907947.5,4460671.75,5441489.8,6192280.79,6195491.0
3,256,1172720.4285714286,126982.0,208530.8,463748.0,1046667.0,1864813.0,2340522.8000000003,2849362.0799999996,2942779.0
5,256,1305680.5777777778,120542.0,375116.5,632697.25,1184162.0,1864666.0,2402556.8000000007,3097819.7199999997,3299451.0
7,256,1083219.1264367816,119737.0,228603.4,491546.5,966598.0,1585292.0,1999825.4,2525129.84,2774965.0
1,512,1904811.7916666667,169717.0,201500.1,413289.25,919263.0,2752120.0,5544972.3,5862077.369999999,5897769.0
3,512,1228743.65625,152888.0,287506.30000000005,528095.25,1046932.5,1897656.0,2322466.9000000004,2999566.59,3014977.0
5,512,1166516.6363636365,133859.0,305986.0,463597.0,1131209.0,1569459.0,2266474.6,2807175.76,2972362.0
7,512,1242148.65,128190.0,333582.9,598604.5,1188825.5,1847341.5,2223635.1,3056126.1399999997,3235009.0
1,1518,2350777.5217391304,223681.0,291105.4,524242.5,905363.0,5148222.0,6190746.6,6439282.82,6487599.0
3,1518,1207741.2307692308,179771.0,340105.0,564990.75,1044020.5,1762936.5,2251701.0,2877744.75,2952997.0
5,1518,1372706.357142857,222231.0,389397.80000000005,675473.0,1180163.0,1923023.25,2536462.2,3213946.68,3282801.0
7,1518,1255127.32,411521.0,438886.6,684963.0,1205523.0,1626184.0,2128899.2,2560588.8799999994,2652062.0
