cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2201867.957330416,172641.0,222581.00000000003,391519.75,1031502.5,4664002.5,5683305.7,6783943.800000001,25597287.0
3,64,1227751.1728887279,84064.0,227851.2,452776.0,1025516.0,1877152.0,2405330.0,3124456.2,10336185.0
5,64,1201411.737202478,83528.0,227637.60000000003,470197.0,1043564.0,1727194.5,2374574.6,3278256.2000000007,11847771.0
7,64,1164600.0283710551,81906.0,228661.0,479258.0,1070304.0,1698231.0,2148088.6,3032127.3599999943,10684050.0
1,256,2109624.0757575757,136478.0,232365.9,420303.5,785009.0,4590532.0,5752151.5,7002007.200000023,12000064.0
3,256,1246505.4361445783,93384.0,252552.80000000002,458001.25,1046190.5,1968627.5,2447266.2,3155732.3900000006,4171390.0
5,256,1194860.1632432432,95590.0,245382.60000000003,486264.0,1056032.0,1736777.0,2387695.6,3308856.3999999994,4218206.0
7,256,1169777.7964693666,91278.0,261430.60000000003,498915.0,1072041.0,1727089.5,2198244.8000000003,3054869.84,4404592.0
1,512,2065378.0,162929.0,218887.0,429123.0,723077.0,4468440.0,5752364.4,6466985.6,7321085.0
3,512,1224029.4057649667,114397.0,220937.0,451167.0,1037464.0,1928673.5,2389745.0,2950203.0,3106121.0
5,512,1186149.4784394251,110960.0,203797.0,454600.5,1044098.0,1734775.5,2390722.4000000004,3171086.82,3989823.0
7,512,1167897.2398373983,104105.0,298051.2,527976.0,1101837.0,1745920.25,2173242.2,2744770.929999999,3026954.0
1,1518,2533140.125,214338.0,356474.10000000003,522460.25,924595.0,5210940.25,6065651.6,7800155.719999995,8942707.0
3,1518,1370115.2994923857,173231.0,379037.0,644448.0,1327637.0,2080379.0,2579449.4000000004,3124687.76,3299033.0
5,1518,1279800.7623762377,164054.0,401944.89999999997,663859.25,1153114.0,1789546.0,2360197.1,3222938.1500000004,4074088.0
7,1518,1269047.61971831,148787.0,400121.0,677534.0,1200342.0,1814611.0,2248996.2,2724801.96,3005549.0
