cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1838.9466666666667,248.08589336939107,20.08023433991275,1700.0
2,64,1834.8133333333333,215.67937273235526,17.457229381045636,1803.0
3,64,1795.7133333333334,215.42000330104497,17.436235849770696,1661.5
4,64,1836.52,218.1939724190382,17.660762723042126,1742.0
5,64,1826.5933333333332,213.99504968313843,17.32089917269309,1747.0
6,64,1805.5666666666666,224.79494112536332,18.19504944403718,1691.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,1909.7733333333333,306.8895381439749,35.542178067137,1717.0
2,128,1840.3066666666666,240.50485640742386,19.466620253806013,1705.0
3,128,1822.9,198.90968637382477,16.099880007759225,1742.0
4,128,1737.8666666666666,201.69222978477768,16.325100889906366,1647.0
5,128,1868.9333333333334,235.6004150156692,19.069651562377203,1753.5
6,128,1816.1266666666668,220.49006921451638,17.846610298227233,1676.5
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1937.0533333333333,322.42509800296597,26.09729814556124,1767.0
2,256,1817.14,248.86663175283266,20.14342781490143,1669.0
3,256,1794.74,223.5590132381157,18.095012633132228,1659.0
4,256,1829.9066666666668,255.7414670239372,20.69988147462857,1666.5
5,256,1843.26,248.12430836175645,20.083343674500043,1705.0
6,256,1845.1066666666666,237.15477777650239,19.1954627000556,1747.0
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1951.5733333333333,301.6383562406405,24.414805682641372,1789.0
2,512,1855.72,266.7484987774064,21.590797818136366,1706.0
3,512,1837.9,262.4717572108156,21.24463556077444,1687.0
4,512,1831.3066666666666,250.41748998200762,20.26895529349713,1679.0
5,512,1857.64,256.60689208722874,20.76992954482921,1710.5
6,512,1838.8,264.02100926504573,21.370033034520475,1675.0
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1883.0466666666666,271.5811809058614,21.9819582678972,1714.0
2,1024,1812.96,218.12971309139277,17.655561531067406,1679.0
3,1024,1823.4933333333333,255.90018227599776,20.712727990854887,1659.0
4,1024,1871.32,258.15869331349916,20.89553335022606,1684.0
5,1024,1844.1733333333334,239.3734250542909,19.37504146066351,1666.5
6,1024,1869.94,256.396495815888,20.752899933127424,1676.5
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1874.3866666666668,259.6677309349178,21.017675841499113,1732.0
2,1280,1803.52,173.151945604624,14.015031636545586,1690.0
3,1280,1832.2066666666667,212.17368032397945,17.173476346450343,1684.0
4,1280,1819.7066666666667,203.50621765003208,16.47192625320838,1720.0
5,1280,1822.9933333333333,220.72557612464297,17.865672381442778,1666.5
6,1280,1849.3,220.82224374671435,17.873496721948072,1695.0
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1862.7933333333333,230.62958170095084,18.66730906531484,1752.0
2,1518,1807.4066666666668,185.70966934677605,15.031462003034903,1700.0
3,1518,1808.0933333333332,190.09430454966878,15.38635724183041,1674.0
4,1518,1794.3733333333332,180.62633793429893,14.620013836419503,1666.5
5,1518,1794.2333333333333,172.4685639632787,13.959718279887397,1676.5
6,1518,1798.1066666666666,173.80901958439583,14.068215633883256,1689.5
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
