cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1723.8866666666668,67.42190906687694,5.457173381847042,1700.0
2,64,1663.7266666666667,45.414813540175295,3.675904687705497,1644.0
3,64,1655.3866666666668,32.418058067825235,2.6239388060552074,1645.5
4,64,1649.18,20.26559317332376,1.640310355541942,1642.0
5,64,1654.3866666666668,23.689600156092872,1.9174517184050046,1649.0
6,64,1655.7866666666666,42.09158057801531,3.406920039928991,1644.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,1719.64,86.62134302045118,7.011188113379603,1696.0
2,128,1669.3733333333332,50.250246655005476,4.067287804101397,1649.0
3,128,1652.0466666666666,18.51101894068023,1.4982939704917726,1644.0
4,128,1652.92,19.025428597887966,1.5399306243263027,1647.0
5,128,1653.1466666666668,37.86843657835492,3.065096004661882,1646.5
6,128,1654.1066666666666,50.880925917500974,4.1183353957731015,1644.0
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1710.96,60.428567195767044,4.891127720468262,1695.0
2,256,1668.8,54.2008610017713,4.387053111158025,1649.0
3,256,1653.02,19.55555164141375,1.5828391299185114,1644.0
4,256,1647.8933333333334,15.508340408380977,1.2552552077588643,1642.0
5,256,1656.4,22.516956573509958,1.8225371804776387,1649.0
6,256,1666.54,43.29443844190614,3.5042801415312397,1649.0
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1714.1466666666668,39.12584596174531,3.1668715419033333,1695.0
2,512,1669.78,72.23718986782362,5.8469253567870965,1649.0
3,512,1646.36,15.134631368707552,1.225006953859065,1639.0
4,512,1648.72,20.907772079619896,1.6922887358981598,1639.0
5,512,1657.5933333333332,31.64661049078646,2.561497335008653,1649.0
6,512,1660.9533333333334,26.718616897004395,2.1626223129557047,1649.0
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1713.5866666666666,57.208063145756725,4.630458017977162,1691.0
2,1024,1671.86,62.26213723711492,5.039538077900829,1649.0
3,1024,1651.4,24.013052006495688,1.9436321225608708,1642.0
4,1024,1653.6533333333334,41.507266298270665,3.3596252602618506,1642.0
5,1024,1654.72,19.700802014131302,1.5945957900111125,1649.0
6,1024,1654.62,17.30035452430576,1.4003020014297363,1649.0
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1705.8466666666666,40.02028430128346,3.239267965644217,1690.0
2,1280,1664.24,44.07216506292076,3.567229842500865,1646.5
3,1280,1651.72,20.82246223032553,1.685383700944044,1642.0
4,1280,1644.84,15.549096436770851,1.2585540273317974,1639.0
5,1280,1657.8066666666666,30.15641372724696,2.4408798350852976,1649.0
6,1280,1661.0066666666667,34.29975639693216,2.776244698552091,1649.0
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1711.5933333333332,47.313013948478165,3.829546269276989,1691.0
2,1518,1659.6933333333334,36.66023216268853,2.967303149664758,1644.0
3,1518,1648.76,17.326157488991416,1.4023905102542358,1642.0
4,1518,1646.34,17.514500658977788,1.4176351295201357,1639.0
5,1518,1659.82,42.29973522375761,3.4237682129898985,1649.0
6,1518,1660.3533333333332,37.638302594859695,3.0464688096392365,1649.0
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
