cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1714.9266666666667,37.62837522697761,3.0456652819950705,1701.0
2,64,1662.7333333333333,35.116884194864944,2.84238355653099,1649.0
3,64,1653.76,21.795926224870556,1.764176512846575,1647.0
4,64,1655.7,28.256621642840933,2.2871094222099373,1649.0
5,64,1657.9933333333333,18.89073729518135,1.5290286222609666,1649.0
6,64,1658.1866666666667,36.864506265813766,2.983837229070218,1644.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,1717.1933333333334,50.30502912786708,4.07172193325664,1700.5
2,128,1654.7066666666667,20.569733969002993,2.3822680692912854,1649.0
3,128,1652.18,30.05041763436908,2.4323004420566576,1644.0
4,128,1650.8266666666666,17.12921351246331,1.3864497360860923,1644.0
5,128,1653.8533333333332,16.88446491765598,1.3666396248727324,1649.0
6,128,1653.6666666666667,17.180479879470447,1.390599269335553,1649.0
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1717.04,43.71649269249917,3.5384414883977797,1701.0
2,256,1677.5133333333333,62.3847990744184,5.049466407174805,1649.0
3,256,1645.6,15.680136053831506,1.2691604595745503,1639.0
4,256,1648.6933333333334,25.148080554101053,2.0355020749747155,1642.0
5,256,1657.7,34.620562290831344,2.8022109372592467,1648.0
6,256,1648.3333333333333,17.29457204507305,1.3998339637815889,1642.0
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1716.8333333333333,49.27493164773432,3.9883451700191017,1696.0
2,512,1658.18,33.608544548472594,2.7202975598128205,1644.0
3,512,1644.4933333333333,15.35957754048666,1.2432142440110283,1639.0
4,512,1652.9533333333334,39.782297012057455,3.220005118923382,1642.0
5,512,1653.04,18.30332574515717,1.481483147513245,1648.0
6,512,1668.5466666666666,58.013858880634906,6.718830870441593,1649.0
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1699.2066666666667,47.71167525412995,3.86181417589205,1691.0
2,1024,1664.7,48.29447863541615,3.908986662450502,1649.0
3,1024,1648.18,17.71329820596191,1.4337259328923437,1642.0
4,1024,1646.6333333333334,17.777295132337265,1.4389058859368333,1642.0
5,1024,1654.2933333333333,22.208570918053738,1.7975762439868959,1644.0
6,1024,1693.4933333333333,64.54422222183968,7.475139925875396,1659.0
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1710.8066666666666,37.9435891232703,3.0711789007614243,1695.0
2,1280,1659.0066666666667,32.725218953515885,2.6488006088807197,1649.0
3,1280,1650.0533333333333,20.80794292785543,1.6842084991134243,1639.0
4,1280,1650.5066666666667,15.660032637967975,1.2675332759564526,1647.0
5,1280,1653.5933333333332,17.902363593174567,1.4490290088925804,1647.0
6,1280,1648.7866666666666,17.401374147527033,1.4084785957521717,1643.0
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1707.1733333333334,37.776667696108696,3.0576681713595235,1695.0
2,1518,1665.9666666666667,53.691764317775544,4.3458464928475,1649.0
3,1518,1652.02,31.892626106985922,2.5814099997614903,1639.0
4,1518,1647.88,13.442678304564163,1.088059167111851,1642.0
5,1518,1651.6733333333334,23.08606987389197,1.8686015829408689,1644.0
6,1518,1654.52,59.142169952299405,4.787005886887869,1642.0
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
