cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2961982.8871794874,173700.0,213584.0,433217.5,720827.0,5104330.0,8662001.2,12010786.780000001,14323898.0
3,64,2012079.5650406503,130135.0,243960.5,440653.5,1532850.0,2980616.75,4876133.5,6455362.500000002,7340500.0
5,64,1741687.4127659574,106211.0,225419.2,436731.5,1532981.0,2759109.0,3952914.5999999996,5796464.419999997,6401457.0
7,64,1576112.8898678415,103515.0,232485.2,412100.0,1492554.0,2659313.0,3805035.8,4967343.4,5210333.0
1,256,3067550.8727272726,171037.0,322750.2,461174.5,713949.0,4141937.5,9000088.200000003,12799411.180000002,13266286.0
3,256,2056419.5223880596,143839.0,314523.4,447160.0,1511042.0,3743131.5,5022158.6,6211746.0,6340974.0
5,256,1731463.9552238807,106382.0,343891.4,453398.5,1464356.0,2712523.0,3934601.0,5136603.82,5323300.0
7,256,1581350.746031746,107562.0,363513.6,443322.0,1540565.0,2582459.0,2984590.6000000006,5308216.7,5325400.0
1,512,2908606.8333333335,177132.0,290148.80000000005,417870.75,1036367.0,5178775.0,7359053.0,10726614.969999999,11015095.0
3,512,1870026.392857143,166795.0,333384.30000000005,429416.5,1563778.5,2824357.0,4002307.3,5269135.7,5287952.0
5,512,1555524.56,178826.0,233534.40000000002,448196.0,1534278.0,2682518.0,2844233.6,5681348.839999996,6215141.0
7,512,1339700.48,128482.0,186252.40000000002,395344.0,1405776.0,1813978.0,2842506.8,3960391.199999999,4069458.0
1,1518,3391998.722222222,312225.0,431609.1,588343.5,865126.5,4858440.0,9560215.900000002,13055162.089999996,13464645.0
3,1518,1737857.5833333333,209850.0,330083.00000000006,521839.0,1481426.5,2668762.25,3683222.599999999,5158174.85,5248681.0
5,1518,1702438.625,211049.0,375523.2,615932.5,1219730.0,2872433.75,3724980.0999999996,4873959.51,5122535.0
7,1518,1445479.2272727273,254556.0,388787.0,611504.0,1604749.5,2119194.0,2809794.3,2977495.02,3004971.0
