cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,31971853.346468475,78217.0,183444.5,264905.5,422458.0,543002.0,623581.2,1121481522.64,3403320724.0
3,64,2111442.630620587,80908.0,219726.60000000003,415610.0,1603164.0,2898886.5,4258150.1,8007116.099999997,131025367.0
5,64,1768296.1328782032,77648.0,193411.2,359572.75,1530653.5,2715977.5,3864369.7,5381988.92,57431837.0
7,64,1571915.7846475507,75692.0,178909.1,356152.5,1479933.0,2638874.0,3594441.0999999987,5048787.8,38458571.0
1,256,2937996.938344873,97481.0,293960.0,428382.25,717734.0,4288171.0,8578017.5,13168851.350000016,142203779.0
3,256,1887646.3600433136,90366.0,149582.0,370820.5,1446924.0,2748769.5,4268403.4,7256336.260000002,53783234.0
5,256,1573732.638609595,87688.0,144580.9,355065.25,1400881.0,2601088.75,3747346.9,6043384.8100000005,37307024.0
7,256,1471992.5407624634,88047.0,145133.5,352461.75,1402149.0,2537606.25,2930567.5000000005,5033389.65,29198487.0
1,512,2943618.9034785335,124734.0,204420.0,413849.5,724469.0,4812815.5,8629525.0,13488132.999999998,62002428.0
3,512,1914878.7892967942,105656.0,170863.6,392460.75,1495743.0,2782178.25,4068536.6000000006,7369045.1,26018885.0
5,512,1643369.8452799567,105491.0,172038.2,385668.0,1463971.0,2688899.0,3856192.4000000004,6096206.479999999,14702290.0
7,512,1509817.2430498211,99939.0,175616.80000000002,379619.0,1440766.0,2572935.0,3599107.6000000006,5087458.159999997,12910790.0
1,1518,2599472.4564285716,214947.0,312494.5,492933.75,823766.0,2987599.75,8549827.700000005,13583286.28,26584752.0
3,1518,1780205.5026086958,153585.0,245593.4,493680.0,1407095.0,2758492.0,4095531.6000000006,6461827.08,9879559.0
5,1518,1577801.622209502,151565.0,244373.80000000002,492538.5,1397765.0,2204991.0,3717375.5999999996,6072399.959999998,7623378.0
7,1518,1503073.9027303755,150449.0,241231.5,488848.75,1430588.0,2107074.0,3109921.6999999997,4989414.520000001,6753488.0
