cores,pkt_sz,total_mean,total_stdev,total_95ci,total_median,user_mean,user_stdev,user_95ci,user_median,system_mean,system_stdev,system_95ci,system_median
1,64,0.0039496900016600545,0.002007395948450278,0.004014791896900556,0.003943933129730848,0.0007308043149931909,0.001178389318521549,0.002356778637043098,0.0,0.0012434635811939055,0.001314578706710562,0.002629157413421124,0.0
3,64,0.0058518452175639925,0.0019614545118671143,0.003922909023734229,0.00527704485488123,0.0018288497240399545,0.0013617728311268599,0.0027235456622537197,0.0026246719160104987,0.003146182177139649,0.0013613749253689779,0.0027227498507379558,0.002638522427440633
5,64,0.010290082491729354,0.003012396020767711,0.006024792041535422,0.010582010582010581,0.0028650205426947284,0.0015713107407771462,0.0031426214815542925,0.0026490112697009245,0.005147110750498677,0.0016353118170605043,0.0032706236341210086,0.005291005291005291
7,64,0.0828410177011268,0.003493657432556761,0.006987314865113522,0.08354430379746836,0.006203548910093278,0.0019306659235781983,0.0038613318471563966,0.006329357939649411,0.012053307461820609,0.0022492001441340045,0.004498400288268009,0.012658227848101266
1,256,0.004780549184759163,0.0019841474288893844,0.003968294857778769,0.00520833333333337,0.001521178761576242,0.0012856373295847263,0.0025712746591694527,0.0026041666666666665,0.0024634629774712893,0.0013667428655633233,0.0027334857311266465,0.0026041666666666665
3,256,0.012899046484536368,0.0028883283634499476,0.005776656726899895,0.013123359580052507,0.004664411794825032,0.001758275484641381,0.003516550969282762,0.005235602094240838,0.007725614821635422,0.0021221240671102605,0.004244248134220521,0.007874015748031496
5,256,0.021464795996322717,0.0029616415034839777,0.005923283006967955,0.021248377447937283,0.007744264073248224,0.0018969024785178022,0.0037938049570356044,0.007957559681697613,0.012320973440712538,0.0024259063386138082,0.0048518126772276165,0.013227513227513227
7,256,0.0720894769344545,0.003863845303393831,0.007727690606787662,0.07235142118863047,0.011773725562010041,0.00221109796284272,0.00442219592568544,0.012853555379328575,0.02354783551831441,0.0026311620071551817,0.005262324014310363,0.023255813953488372
1,512,0.005053182716431437,0.0019447825111894735,0.003889565022378947,0.00512820512820511,0.0017077716018254958,0.0013490039904055999,0.0026980079808111997,0.0025575447570332483,0.0029896482151391276,0.0012768519522910365,0.002553703904582073,0.002564102564102564
3,512,0.013247107764542946,0.0026862491522490757,0.005372498304498151,0.012970190431330353,0.004751282377113572,0.0016661013401128555,0.003332202680225711,0.0051813471502590676,0.008352085029004499,0.0018272363657927204,0.003654472731585441,0.007792207792207792
5,512,0.026135493520422545,0.006549025461947151,0.013098050923894301,0.028795811518324554,0.009128620378803453,0.0035078585055451383,0.007015717011090277,0.00788437629506838,0.01664328866620762,0.004224849167478342,0.008449698334956684,0.01811371031453783
7,512,0.05668167477646762,0.0034774638615921545,0.006954927723184309,0.056847545219638196,0.01027215142902329,0.0018566364218779213,0.0037132728437558426,0.010309278350515464,0.023489831175551014,0.00267716969348442,0.00535433938696884,0.023285938064827087
1,1518,0.008376387313864333,0.0017585567420182946,0.003517113484036589,0.0076142131979695105,0.0016186941343988414,0.0012169564604620528,0.0024339129209241055,0.002531645569620253,0.003378935836178502,0.0011910736855060683,0.0023821473710121366,0.0025380710659898475
3,1518,0.017083743327537693,0.002299085290266123,0.004598170580532246,0.01790281329923271,0.0043412935170358165,0.001452613519155684,0.002905227038311368,0.005115089514066497,0.009824389123246366,0.001528195602715311,0.003056391205430622,0.010230179028132993
5,1518,0.026747194088688118,0.0033576856820746862,0.0067153713641493725,0.025906735751295318,0.006470624577924123,0.0016584385702042407,0.0033168771404084815,0.005208333333333333,0.016250489672769278,0.002443885149326367,0.004887770298652734,0.015584415584415584
7,1518,0.04347377303175622,0.00328528134617634,0.00657056269235268,0.04404145077720212,0.009444856186828627,0.0019414412197241641,0.0038828824394483282,0.0103359173126615,0.022059700901609795,0.002778952773752942,0.005557905547505884,0.02091506841824669
