cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,450311.33636363636,178732.0,192770.7,296902.25,441709.0,608901.25,692569.9,971607.69,1021727.0
3,64,383599.43298969074,98971.0,162495.40000000002,214988.0,363035.0,509101.0,615629.8,742195.5199999984,944000.0
5,64,396822.8725490196,129935.0,170946.7,208412.25,400183.0,489158.0,633918.4,961536.9499999993,971441.0
7,64,401153.1941747573,108465.0,170785.40000000002,209770.0,381840.0,502643.5,632141.0,986738.1800000002,1006521.0
1,256,503108.0,163789.0,187050.0,368002.0,435512.0,627084.0,846492.4000000001,1199724.92,1240987.0
3,256,441541.0,111021.0,194225.00000000003,320243.5,403317.5,582144.5,658998.5,865645.0000000001,923471.0
5,256,383797.46428571426,107506.0,156261.0,231064.5,381967.5,477259.25,632772.6,728077.7600000001,753299.0
7,256,387257.03125,109690.0,135156.7,171531.0,389636.0,501954.5,681632.2,747403.66,749795.0
1,512,434423.5,180968.0,254908.0,332100.25,422233.0,556251.0,632513.4,638299.26,638457.0
3,512,432003.8333333333,124702.0,161985.30000000002,352099.5,388139.5,597160.5,601551.6,856499.1300000001,887994.0
5,512,447560.6,126932.0,185917.6,236997.5,432168.0,605405.5,788469.0,901430.7999999999,909555.0
7,512,328939.6666666667,128498.0,130500.2,149843.75,343730.5,391612.25,551565.2000000001,749253.4600000002,771585.0
1,1518,578807.75,228985.0,296159.0,392761.25,584757.5,757053.25,884522.5,907991.04,909590.0
3,1518,548825.4545454546,225984.0,235880.0,427809.0,494094.0,727106.5,753151.0,881428.9,895682.0
5,1518,623729.1538461539,226088.0,282141.80000000005,405473.0,645238.0,770246.0,913687.3999999999,1168410.9199999997,1202852.0
7,1518,536379.3333333334,211277.0,239879.9,368594.75,509004.0,733978.25,779862.7999999999,893746.6900000001,907411.0
