cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,107745095.23079608,384554.0,35674869.7,39616485.75,45123472.0,53438285.25,366849637.40000004,759347002.9200001,1203764538.0
2,64,54657770.968517266,1182114.0,38282414.6,41676358.5,47092940.0,51948783.75,55314266.2,303082130.05999994,380304516.0
3,64,60666861.45050198,448512.0,38673855.0,42221573.0,47850895.0,52950789.0,56980797.2,328895522.79999983,397515139.0
4,64,141769002.19667077,255556.0,41903192.900000006,47786176.25,56819605.0,255539802.75,331983306.3,389141848.0500001,3583300056.0
5,64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
