cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2529875.979913889,99234.0,2120635.0,2295821.25,2552331.5,2826936.25,2870650.0,2897044.09,3319212.0
1,128,3143252.549233333,100180.0,2919227.5,3000735.0,3132999.0,3293239.25,3383391.0,3603892.08,3951007.0
1,256,5081641.425427778,104555.0,4999530.0,5047597.75,5094976.5,5141884.0,5182786.1,5245700.0,5570659.0
1,512,9303853.090836111,118358.0,9194650.9,9257488.75,9320894.0,9381119.25,9430791.1,9494817.1,9810427.0
1,1024,17706818.569741666,141244.0,17555850.9,17642602.75,17730759.5,17814813.25,17888339.1,17986005.02,18287599.0
1,1280,22046103.037744444,151110.0,21829493.900000002,21948245.5,22078585.5,22197310.25,22293521.0,22422245.02,22748161.0
1,1518,26016478.305616666,161006.0,25776072.0,25909135.75,26056380.5,26193162.0,26308404.099999998,26480115.11,26811391.0
