p,rate,pktsz,c,lat_median,lat_99th,mean_tput
0.05,100,1518,5,638468.0,5512839.000000066,98.71041854545456
0.05,100,1518,7,655387.0,5699251.239999865,99.01125854545455
0.1,0.1,64,1,606567.0,2200956.4,0.09321672727272727
0.1,0.1,64,3,518341.0,1330439.88,0.09321672727272727
0.1,0.1,64,5,484048.5,1240593.49,0.09321345454545454
0.1,0.1,64,7,488859.0,1381780.4000000004,0.09309090909090909
0.1,0.1,256,1,644025.0,2227362.5199999996,0.08353527272727274
0.1,0.1,256,3,505747.0,1148623.48,0.08353527272727274
0.1,0.1,256,5,625095.0,1279858.99,0.083532
0.1,0.1,256,7,539325.5,1246053.63,0.08340945454545455
0.1,0.1,512,1,625565.0,2277717.8000000003,0.07161963636363636
0.1,0.1,512,3,544856.0,1108321.76,0.07149381818181817
0.1,0.1,512,5,634089.0,974382.88,0.07161636363636363
0.1,0.1,512,7,582121.0,1153132.8099999998,0.07161636363636363
0.1,0.1,1518,1,704343.5,1617745.95,0.12542981818181817
0.1,0.1,1518,3,707730.0,1245633.7999999998,0.11592
0.1,0.1,1518,5,756018.0,1539445.44,0.11383454545454545
0.1,0.1,1518,7,713178.5,1430401.5999999999,0.11549054545454546
0.1,1,64,1,617871.0,2210695.0199999996,0.960824
0.1,1,64,3,520588.0,1477896.4200000002,0.9606981818181818
0.1,1,64,5,534081.0,1406905.9399999992,0.9606981818181818
0.1,1,64,7,570971.5,1419634.04,0.9608207272727273
0.1,1,256,1,613735.5,2367551.9000000004,0.9295454545454545
0.1,1,256,3,527327.0,1388603.35,0.9294196363636363
0.1,1,256,5,480993.0,1330982.5599999982,0.9294196363636363
0.1,1,256,7,474147.0,1327990.2000000002,0.9295421818181818
0.1,1,512,1,627150.5,2291538.29,0.9519476363636363
0.1,1,512,3,551965.0,1532561.1999999993,0.9495272727272728
0.1,1,512,5,504702.0,1359303.3199999998,0.9485963636363637
0.1,1,512,7,474657.0,1316445.8600000013,0.9526287272727272
0.1,1,1518,1,745443.5,2287008.5,0.924048
0.1,1,1518,3,680217.0,1374594.0,0.9715199999999999
0.1,1,1518,5,664887.0,1468996.8800000004,0.920736
0.1,1,1518,7,681627.0,1476701.699999999,0.940608
0.1,10,64,1,633109.0,2188173.3199999994,9.555432727272727
0.1,10,64,3,454997.5,1399400.389999999,9.544378181818182
0.1,10,64,5,448201.0,1316302.1600000001,9.54586181818182
0.1,10,64,7,446265.0,1299836.5400000007,9.545512727272728
0.1,10,256,1,608845.0,2352824.64,9.363828363636362
0.1,10,256,3,595555.0,1502692.4499999997,9.36457309090909
0.1,10,256,5,489643.0,1436911.1400000001,9.36569018181818
0.1,10,256,7,464590.5,1393502.9800000023,9.365815999999999
0.1,10,512,1,618235.0,2440458.48,9.664076
0.1,10,512,3,530231.0,1533793.5,9.69728
0.1,10,512,5,445286.0,1461747.1600000004,9.695916363636364
0.1,10,512,7,448831.0,1438653.54,9.697964363636364
0.1,10,1518,1,740762.0,2347818.359999995,9.537026545454545
0.1,10,1518,3,680538.0,1554838.6999999937,9.671592
0.1,10,1518,5,669889.0,1579800.2000000011,9.676685818181818
0.1,10,1518,7,678311.0,1653597.4600000004,9.724709818181818
0.1,100,64,1,116112.0,440410.69999999984,95.89411527272728
0.1,100,64,3,78210.5,590039.6699999993,94.71810909090908
0.1,100,64,5,60104.0,493370.15999999957,94.72486763636363
0.1,100,64,7,187370.0,5143094.8800000055,94.5634130909091
0.1,100,256,1,572875.0,1409409.26,93.48238581818183
0.1,100,256,3,540217.0,1389734.8199999998,92.7809458181818
0.1,100,256,5,418216.0,1280158.8200000005,92.77117454545454
0.1,100,256,7,406653.5,1254525.25,92.61198909090908
0.1,100,512,1,590922.5,2310484.9599999967,97.0799770909091
0.1,100,512,3,457119.0,1485775.0,96.85395236363637
0.1,100,512,5,421943.0,1386275.429999999,96.88095200000001
0.1,100,512,7,417599.5,1310581.2100000007,96.58405236363636
0.1,100,1518,1,730044.0,4398919.899999956,96.58896
0.1,100,1518,3,661386.0,4802700.599999854,99.10412036363635
0.1,100,1518,5,659760.0,4967342.920000034,99.160176
0.1,100,1518,7,665158.0,4736242.60000007,99.323016
0.25,0.1,64,1,689708.0,4064334.099999999,0.09321345454545454
0.25,0.1,64,3,777018.0,2107947.710000001,0.09321345454545454
0.25,0.1,64,5,710640.0,1872287.5599999996,0.04667127272727273
0.25,0.1,64,7,754046.0,2017939.5,0.09321672727272727
0.25,0.1,256,1,829168.0,3678530.95,0.083532
0.25,0.1,256,3,762490.0,2090980.7999999998,0.0836578181818182
0.25,0.1,256,5,741223.0,1984061.9000000004,0.08340945454545455
0.25,0.1,256,7,738439.0,1764043.34,0.08340945454545455
0.25,0.1,512,1,691806.0,3645454.3299999996,0.07149381818181817
0.25,0.1,512,3,764557.0,1936942.7199999997,0.07174218181818182
0.25,0.1,512,5,860674.5,1865111.8400000003,0.07161636363636363
0.25,0.1,512,7,781976.0,1798801.9999999995,0.07149381818181817
0.25,0.1,1518,1,913263.0,4328631.92,0.119232
0.25,0.1,1518,3,714734.0,1490890.24,0.12776036363636364
0.25,0.1,1518,5,756791.5,1679777.6999999997,0.12597854545454545
0.25,0.1,1518,7,763838.0,1630164.2400000002,0.122544
0.25,1,64,1,686952.5,4038674.089999998,0.9606981818181818
0.25,1,64,3,731002.0,2161102.9400000027,0.960824
0.25,1,64,5,725001.0,2152012.04,0.9609465454545455
0.25,1,64,7,740938.0,2112707.759999999,0.9606981818181818
0.25,1,256,1,666407.0,4307202.700000001,0.9295454545454545
0.25,1,256,3,743259.0,2149260.6399999997,0.9295454545454545
0.25,1,256,5,700058.0,2052314.7999999993,0.92762
0.25,1,256,7,740610.0,2028172.9599999948,0.9281490909090908
0.25,1,512,1,713400.0,4425554.880000001,0.9520098181818182
0.25,1,512,3,787334.5,1987534.2699999986,0.953250909090909
0.25,1,512,5,727517.0,1944086.1,0.9503341818181819
0.25,1,512,7,742979.5,1818076.4099999988,0.9487221818181818
0.25,1,1518,1,755227.0,4056655.8100000005,0.9927443636363636
0.25,1,1518,3,759848.0,2205240.6400000006,0.9737279999999999
0.25,1,1518,5,774610.0,2058778.32,0.9904138181818182
0.25,1,1518,7,796909.0,2028925.4199999978,0.9081658181818182
0.25,10,64,1,929597.0,2906158.8,9.557339272727273
0.25,10,64,3,718413.0,2062447.4999999995,9.546188
0.25,10,64,5,691520.0,2031776.810000001,9.545221818181819
0.25,10,64,7,692476.0,1886495.9199999992,9.545586545454547
0.25,10,256,1,687275.5,4231203.129999999,9.36147018181818
0.25,10,256,3,731403.5,2134163.889999999,9.363797454545454
0.25,10,256,5,710112.0,2201626.239999999,9.36569018181818
0.25,10,256,7,710032.0,2029129.1199999996,9.363611272727272
0.25,10,512,1,659490.0,4261154.81,9.670406181818182
0.25,10,512,3,741437.0,2165894.2799999993,9.689336363636363
0.25,10,512,5,725732.0,2202381.8,9.699328
0.25,10,512,7,719474.0,1976012.5999999996,9.699450545454546
0.25,10,1518,1,762866.0,4231035.2799999975,9.717960000000001
0.25,10,1518,3,816180.5,2347833.75,9.818120363636364
0.25,10,1518,5,781256.5,2252390.37,9.808058545454546
0.25,10,1518,7,799263.0,2201376.2999999966,9.763346545454546
0.25,100,64,1,324906.0,1693965.4000000004,95.60840727272728
0.25,100,64,3,299751.0,865331.1599999998,94.56897563636363
0.25,100,64,5,154627.5,456288.48999999976,94.60201345454546
0.25,100,64,7,217025.0,895074.2899999979,94.44372981818182
0.25,100,256,1,470248.0,1136374.7199999993,93.28146618181819
0.25,100,256,3,594584.0,1456354.2000000002,92.80574072727273
0.25,100,256,5,659851.0,2383436.3,92.7833661818182
0.25,100,256,7,634040.0,2029100.4499999997,92.54440181818183
0.25,100,512,1,789350.5,2272629.5,96.15856654545453
0.25,100,512,3,734397.5,2209327.349999992,96.93481890909092
0.25,100,512,5,708362.0,2154885.1999999974,96.89733272727273
0.25,100,512,7,701566.0,1954396.9600000002,96.43529309090908
0.25,100,1518,1,759627.0,4423526.599999964,98.46478181818182
0.25,100,1518,3,745613.0,3616291.4400000484,99.38759999999999
0.25,100,1518,5,723708.0,3671652.5,99.46819199999999
0.25,100,1518,7,732698.0,3287180.559999957,99.54547199999999
0.5,0.1,64,1,1117010.0,6759766.02,0.09321672727272727
0.5,0.1,64,3,1159063.0,2961350.52,0.09321672727272727
0.5,0.1,64,5,1059365.5,3108156.62,0.09321345454545454
0.5,0.1,64,7,1075938.0,2659122.14,0.09309090909090909
0.5,0.1,256,1,907947.5,6192280.79,0.08353527272727274
0.5,0.1,256,3,1046667.0,2849362.0799999996,0.08340945454545455
0.5,0.1,256,5,1184162.0,3097819.7199999997,0.083532
0.5,0.1,256,7,966598.0,2525129.84,0.08340945454545455
0.5,0.1,512,1,919263.0,5862077.369999999,0.07161963636363636
0.5,0.1,512,3,1046932.5,2999566.59,0.07149381818181817
0.5,0.1,512,5,1131209.0,2807175.76,0.07149381818181817
0.5,0.1,512,7,1188825.5,3056126.1399999997,0.07149381818181817
0.5,0.1,1518,1,905363.0,6439282.82,0.1353658181818182
0.5,0.1,1518,3,1044020.5,2877744.75,0.138552
0.5,0.1,1518,5,1180163.0,3213946.68,0.13413599999999998
0.5,0.1,1518,7,1205523.0,2560588.8799999994,0.119784
0.5,1,64,1,1031502.5,6783943.800000001,0.9606981818181818
0.5,1,64,3,1025516.0,3124456.2,0.9606981818181818
0.5,1,64,5,1043564.0,3278256.2000000007,0.9606981818181818
0.5,1,64,7,1070304.0,3032127.3599999943,0.9608207272727273
0.5,1,256,1,785009.0,7002007.200000023,0.9294196363636363
0.5,1,256,3,1046190.5,3155732.3900000006,0.928674909090909
0.5,1,256,5,1056032.0,3308856.3999999994,0.9292334545454546
0.5,1,256,7,1072041.0,3054869.84,0.9295421818181818
0.5,1,512,1,723077.0,6466985.6,0.949154909090909
0.5,1,512,3,1037464.0,2950203.0,0.9515752727272727
0.5,1,512,5,1044098.0,3171086.82,0.953250909090909
0.5,1,512,7,1101837.0,2744770.929999999,0.9530010909090909
0.5,1,1518,1,924595.0,7800155.719999995,1.017888
0.5,1,1518,3,1327637.0,3124687.76,0.978696
0.5,1,1518,5,1153114.0,3222938.1500000004,0.9858720000000001
0.5,1,1518,7,1200342.0,2724801.96,0.9859945454545455
0.5,10,64,1,1081965.0,2659824.38,9.562472727272727
0.5,10,64,3,994296.0,3031486.8,9.549003636363636
0.5,10,64,5,977030.0,3080325.759999998,9.547849454545455
0.5,10,64,7,1019464.5,2786383.619999999,9.548369818181818
0.5,10,256,1,1008527.0,6521653.519999998,9.36569018181818
0.5,10,256,3,1020206.0,3068269.5800000033,9.36569018181818
0.5,10,256,5,1040994.0,3259223.4999999986,9.365815999999999
0.5,10,256,7,1053917.0,2891779.9799999995,9.365812727272727
0.5,10,512,1,742219.0,6611402.850000001,9.668171999999998
0.5,10,512,3,1050201.0,3187442.110000001,9.648128
0.5,10,512,5,1064998.0,3326478.92,9.697033454545455
0.5,10,512,7,1070403.0,2859574.040000003,9.692066909090908
0.5,10,1518,1,929924.0,6996253.600000002,9.899138545454546
0.5,10,1518,3,1161143.5,3131829.47,9.920544
0.5,10,1518,5,1151912.0,3447998.8299999987,9.93502181818182
0.5,10,1518,7,1155927.0,2981858.7600000002,9.932261818181818
0.5,100,64,1,104142.0,9542021.120000001,72.65170072727273
0.5,100,64,3,310183.5,748658.4700000001,94.23697454545454
0.5,100,64,5,266158.0,804336.32,94.242104
0.5,100,64,7,247123.0,644263.3999999984,94.2632530909091
0.5,100,256,1,674267.0,1397190.0899999999,92.90559454545453
0.5,100,256,3,668048.5,1738207.9099999985,92.44861127272728
0.5,100,256,5,640312.0,1908871.2000000076,92.49367054545455
0.5,100,256,7,646185.0,1913638.5999999992,92.4715149090909
0.5,100,512,1,788423.0,1630912.1500000027,94.99641636363637
0.5,100,512,3,923004.0,2768086.78,96.49809854545454
0.5,100,512,5,864988.5,2861379.499999998,96.55326872727274
0.5,100,512,7,933448.0,2692569.5,96.47079345454546
0.5,100,1518,1,855581.5,6154072.989999982,98.84443200000001
0.5,100,1518,3,1130577.0,5601799.52000004,99.47451236363636
0.5,100,1518,5,1075585.0,4209133.199999966,99.45617054545454
0.5,100,1518,7,1075076.5,3423005.609999951,99.53621381818182
1,0.1,64,1,7517526.5,10545989.950000001,0.09321345454545454
1,0.1,64,3,2777429.0,5077748.44,0.09333927272727273
1,0.1,64,5,2104973.5,5326930.100000002,0.09321672727272727
1,0.1,64,7,2073333.0,4618373.4,0.09321672727272727
1,0.1,256,1,6811702.0,10565022.14,0.083532
1,0.1,256,3,2176932.0,4736285.960000001,0.0836578181818182
1,0.1,256,5,2016381.5,5030886.25,0.08340945454545455
1,0.1,256,7,2217672.0,4238674.24,0.08353527272727274
1,0.1,512,1,7238540.5,10486517.600000001,0.07161963636363636
1,0.1,512,3,2959890.0,5047322.54,0.07174218181818182
1,0.1,512,5,2066884.0,5395398.579999998,0.07161636363636363
1,0.1,512,7,2042553.0,3904630.5,0.07161963636363636
1,0.1,1518,1,10115514.0,10854610.959999999,0.10610981818181818
1,0.1,1518,3,2409152.0,5148012.9799999995,0.10623236363636364
1,0.1,1518,5,1993361.0,4777415.119999999,0.10610654545454545
1,0.1,1518,7,2168889.0,4147957.1,0.141312
1,1,64,1,9978095.5,10714883.00000001,0.960824
1,1,64,3,2739744.0,5142045.0,0.9609465454545454
1,1,64,5,2065343.0,5659804.029999999,0.9608207272727273
1,1,64,7,2099932.0,4720378.080000004,0.9606981818181818
1,1,256,1,10016066.0,19407753.299999807,0.9295454545454545
1,1,256,3,2844653.0,5058650.08,0.9295421818181818
1,1,256,5,2087315.5,5731016.499999999,0.9296679999999999
1,1,256,7,2099867.5,4766763.76999999,0.9294196363636363
1,1,512,1,10048293.0,10938097.719999999,0.9534992727272726
1,1,512,3,2815933.0,5011485.83,0.953250909090909
1,1,512,5,2061796.0,5824575.600000001,0.9534992727272726
1,1,512,7,2149375.5,4698126.17,0.953250909090909
1,1,1518,1,10471014.0,11244872.620000001,1.0247603636363636
1,1,1518,3,3006853.5,5056350.77,1.05984
1,1,1518,5,2112943.5,5343894.449999999,1.0599658181818183
1,1,1518,7,2132514.0,4446654.359999999,1.0600883636363636
1,10,64,1,1812438.0,3351764.719999945,9.520704363636362
1,10,64,3,1710617.5,4283345.399999997,9.495883636363637
1,10,64,5,1289894.0,3671998.040000001,9.487514909090908
1,10,64,7,1822665.0,3984814.220000013,9.514837454545455
1,10,256,1,4753930.0,10231050.319999998,9.35985490909091
1,10,256,3,2754004.5,5051959.699999999,9.365815999999999
1,10,256,5,2018545.0,5527896.849999981,9.365815999999999
1,10,256,7,2085358.5,4549129.25,9.365938545454547
1,10,512,1,10098351.0,50030865.10999999,9.699450545454546
1,10,512,3,2823038.0,5200880.199999999,9.69945381818182
1,10,512,5,2066216.5,5513916.099999996,9.699328
1,10,512,7,2126130.5,4722494.46,9.699576363636364
1,10,1518,1,10426018.0,30237128.77999997,10.033152
1,10,1518,3,3007406.0,6002391.219999975,10.033400363636364
1,10,1518,5,2140750.0,5689012.01,10.033152
1,10,1518,7,2195867.0,4764142.200000005,10.033274545454546
1,100,64,1,22982682.0,24390480.52,24.67992218181818
1,100,64,3,1487207.0,29187026.98,69.18110654545455
1,100,64,5,403437.0,52289942.679999985,51.41612254545454
1,100,64,7,438607.5,27402594.95999999,70.89285818181818
1,100,256,1,22677206.0,23559619.5,78.99651272727272
1,100,256,3,813425.0,1418287.2799999998,91.24209272727273
1,100,256,5,626764.0,4365903.899999943,89.89671018181818
1,100,256,7,688458.0,24720931.23999995,85.02616436363637
1,100,512,1,1848552.0,2272812.4,95.70167636363637
1,100,512,3,1426739.5,2752301.89,95.495756
1,100,512,5,1049512.5,2804391.900000006,95.40434072727273
1,100,512,7,1163275.5,2695133.7899999996,95.60175709090909
1,100,1518,1,2618705.0,12523527.399999997,98.90417381818182
1,100,1518,3,2819298.0,5735105.00000001,98.987952
1,100,1518,5,2035692.5,5682619.349999995,98.80646654545455
1,100,1518,7,2127147.0,4633138.8799999915,98.55132
