cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,9572823.978896104,723990.0,1176457.5,1698478.75,2841203.5,19126032.25,20915018.5,25277143.500000007,28554717.0
3,64,4696947.177325581,395472.0,1185516.1,1747242.25,3308508.0,7566165.75,9416957.3,11972521.700000001,12980050.0
5,64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,256,9654806.158469945,505389.0,1421478.6,2409390.0,3690588.0,19765633.5,21080772.200000003,22406629.48,22915386.0
3,256,5418283.954314721,370646.0,1651186.6000000003,2522497.0,3801028.0,8611720.0,10808867.0,12646086.999999998,13071397.0
5,256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,512,10242238.333333334,657674.0,2113998.2,3435583.0,5001323.5,18887010.75,21582795.6,22535293.11,22734313.0
3,512,5873179.802083333,481204.0,1665512.5,2968687.25,4728069.0,8548238.25,10967986.5,14355351.75,14622240.0
5,512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,1518,8272406.192982456,613489.0,1633350.6,3635579.5,6580863.0,11007716.5,20191696.1,22908765.92,23327411.0
3,1518,5528934.242990654,685427.0,1537751.8,3162378.5,5444797.0,7947504.0,9361792.400000002,10830076.06,11819355.0
5,1518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
