cores,pkt_sz,total_mean,total_stdev,total_95ci,total_median,user_mean,user_stdev,user_95ci,user_median,system_mean,system_stdev,system_95ci,system_median
1,64,0.35188479609239315,0.010217220202142907,0.020434440404285815,0.3507725516927971,0.22193765938919935,0.00819657998181388,0.01639315996362776,0.22255689424364122,0.020556324887003465,0.00642271357574345,0.0128454271514869,0.018518518518518517
3,64,0.8252845450787647,0.022033353076132463,0.04406670615226493,0.8270219728845254,0.5464360434984699,0.022876754300630735,0.04575350860126147,0.5442326490713587,0.047296755098164105,0.014134147827313346,0.028268295654626692,0.043478260869565216
5,64,0.8557774245877582,0.0824384491276651,0.1648768982553302,0.8574909495962127,0.5377073553572392,0.06574845538174247,0.13149691076348494,0.5360129714968425,0.06014727473506801,0.010977502621595199,0.021955005243190398,0.05851063829787234
1,256,0.3095717454606815,0.01180364848242259,0.02360729696484518,0.3076923076923077,0.228015321902354,0.00898702460159417,0.01797404920318834,0.2297273603927413,0.01668607113486267,0.006419799362151741,0.012839598724303482,0.01634889522451889
3,256,0.46597767474034285,0.016042188312505905,0.03208437662501181,0.4701078127307635,0.33312290935197164,0.020094473214769946,0.04018894642953989,0.3378654970760234,0.03947437098422835,0.00867902534801145,0.0173580506960229,0.038567785805354866
5,256,0.5112371640733923,0.0094286904695719,0.0188573809391438,0.510752688172043,0.3435156154657677,0.014506402335481729,0.029012804670963458,0.34408602150537637,0.058559451281368906,0.011739991984891882,0.023479983969783763,0.05835584824946527
1,512,0.23156253590043058,0.012377765601738849,0.024755531203477697,0.23529411764705888,0.16526237845984604,0.00889554214119236,0.01779108428238472,0.16533450904539765,0.015770715765111472,0.006940682179372215,0.01388136435874443,0.016042780748663103
3,512,0.28094382805734597,0.010472801813663633,0.020945603627327267,0.28231870335301323,0.17677105556252573,0.010400979024296446,0.020801958048592892,0.1777149130214491,0.03242484562461588,0.008555763554861102,0.017111527109722205,0.031830462681526506
5,512,0.3201192961750009,0.027780793253591167,0.055561586507182334,0.31622395605037845,0.17851349028637084,0.01702856961384417,0.03405713922768834,0.18156178388859512,0.05965327420469489,0.017571345411691336,0.03514269082338267,0.057743179939377234
1,1518,0.07741983184425573,0.02121236736703644,0.04242473473407288,0.0736842105263158,0.05323755290972546,0.009130852311988295,0.01826170462397659,0.052083333333333336,0.012289995425444766,0.012867144549074162,0.025734289098148323,0.010416666666666666
3,1518,0.12030402903193603,0.031375168283065205,0.06275033656613041,0.11779057017543859,0.061964721683849845,0.011905452376587734,0.023810904753175467,0.06282722513089005,0.03229478764023181,0.017412436588076136,0.03482487317615227,0.031413612565445025
5,1518,0.14301743002493167,0.012595592962866579,0.025191185925733158,0.14400102400728182,0.06658267993440921,0.010519771391322789,0.021039542782645578,0.06842294800409984,0.045075661072231814,0.008729965953322075,0.01745993190664415,0.043243243243243246
