cores,pkt_sz,target_rate,target_pps,rate_median,rate_mean,pps_median,pps_mean,rate_95ci,pps_95ci
1,64,0.5,976.5625,0.47232,0.47248557575757577,738.0,738.0606060606061,0.0013178765121882247,1.993561721624053
2,64,0.5,976.5625,0.4733672727272727,0.4735224242424242,739.6363636363636,739.8787878787879,0.002968223258330612,4.637848841141552
