cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
7,64,2622460.926400273,386820.0,1166427.0,1651510.5,2458320.5,3309195.75,3966885.0,9767556.09999999,19041909.0
7,256,2859837.6929723504,423374.0,1050023.5,1904651.75,2879445.0,3787487.75,4466923.0,5529725.950000001,8890640.0
7,512,3701745.165872259,475916.0,1322382.0,2442705.0,3849241.0,4977417.0,5741900.000000001,6734386.359999999,7302045.0
7,1518,4802046.319884726,716391.0,1448915.8,2696119.5,4784045.0,6878515.5,8158425.1,8924987.270000003,9147831.0
