cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,965621.0618803614,80363.0,262083.00000000003,508737.5,901214.0,1343805.5,1719503.2,2384249.16,10371167.0
