cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2142221.8553475584,172456.0,757598.2,1610019.0,1812438.0,1910009.5,2032574.0,3351764.719999945,84329342.0
3,64,1994795.5792221823,215536.0,550364.5,887456.0,1710617.5,2404932.5,2854298.5,4283345.399999997,139594374.0
5,64,1599100.3983404047,168401.0,435040.19999999995,744322.0,1289894.0,1978769.0,2595482.5999999996,3671998.040000001,146113940.0
7,64,2041180.38107734,167410.0,543386.4,972733.75,1822665.0,2660275.5,3201782.3,3984814.220000013,137848109.0
1,256,4404286.010648596,260917.0,1471381.2,2521931.0,4753930.0,5546610.5,5723250.8,10231050.319999998,79316134.0
3,256,2680429.990075107,296364.0,728630.0,1104559.0,2754004.5,3690214.5,4233403.0,5051959.699999999,67461322.0
5,256,2355504.387138074,286808.0,655735.1000000001,1069355.0,2018545.0,3094927.25,4300681.900000002,5527896.849999981,80130483.0
7,256,2240653.5762667134,306878.0,639164.6,1108170.25,2085358.5,3053649.0,3655368.0,4549129.25,54411948.0
1,512,7222509.447660099,725599.0,2128705.3000000003,2851516.75,10098351.0,10307946.75,10374210.2,50030865.10999999,57370652.0
3,512,2610642.323521949,288740.0,730080.0,1131333.0,2823038.0,3720580.0,4267642.0,5200880.199999999,28536730.0
5,512,2342772.343635026,292391.0,668764.5,1100784.0,2066216.5,3171928.0,4400582.0,5513916.099999996,34302956.0
7,512,2219083.395910781,306585.0,665761.5,1132504.0,2126130.5,3083976.0,3706601.2,4722494.46,27860262.0
1,1518,8768168.051754385,408772.0,2138747.7,4744022.25,10426018.0,10693765.25,10856880.400000002,30237128.77999997,31794505.0
3,1518,2767537.5439591603,348442.0,755990.6000000001,1250884.5,3007406.0,3904794.0,4516022.6,6002391.219999975,12816162.0
5,1518,2366983.7715053763,351178.0,726232.0,1209270.75,2140750.0,3244510.25,4334321.600000001,5689012.01,15156112.0
7,1518,2278682.2771231206,353012.0,722669.0,1243680.0,2195867.0,3179450.0,3882215.0,4764142.200000005,11963857.0
