cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,23179231.565953586,2775620.0,22694535.0,22847870.0,22982682.0,23152692.0,23435095.2,24390480.52,94923883.0
3,64,5897909.366093309,64630.0,530770.2,790756.0,1487207.0,5782239.0,22913616.40000003,29187026.98,205202924.0
5,64,4030070.6644878904,59484.0,162919.80000000002,257287.0,403437.0,598092.0,10204879.399999999,52289942.679999985,191286538.0
7,64,1490263.1878248497,64669.0,159979.0,251863.75,438607.5,772976.75,2343675.9000000013,27402594.95999999,266410889.0
1,256,22756670.668454856,1259650.0,22125830.0,22345772.0,22677206.0,23132442.0,23442130.2,23559619.5,50528050.0
3,256,964939.5241698945,97721.0,395539.6,501412.5,813425.0,1036573.0,1194373.0,1418287.2799999998,153682014.0
5,256,907174.2786650112,98697.0,268333.1,392750.75,626764.0,896446.0,1068848.7000000002,4365903.899999943,124063067.0
7,256,1663744.2458664377,104647.0,247133.70000000004,413701.75,688458.0,971502.25,1432714.4,24720931.23999995,85671517.0
1,512,1669913.004106776,152283.0,803491.0,927590.5,1848552.0,2009514.0,2070464.0,2272812.4,42670169.0
3,512,1590945.7203539824,173150.0,459252.0,731580.5,1426739.5,1974101.0,2294165.5,2752301.89,147080658.0
5,512,1317795.7472183043,123386.0,401016.0,625361.0,1049512.5,1568126.25,2001249.0,2804391.900000006,101045660.0
7,512,1261205.7095401883,146637.0,369888.4,652533.0,1163275.5,1680336.75,2045459.4,2695133.7899999996,83697085.0
1,1518,2651535.777976039,215080.0,997486.0,1597657.0,2618705.0,3079860.0,3314965.6,12523527.399999997,40655721.0
3,1518,3105277.9427611376,289448.0,710411.0,1168472.0,2819298.0,3733684.0,4337089.0,5735105.00000001,106661343.0
5,1518,2448929.7737523774,307103.0,649066.9999999999,1111812.5,2035692.5,3087115.0,4257849.600000001,5682619.349999995,108922554.0
7,1518,2242616.0934366453,321051.0,672833.0,1182328.25,2127147.0,3111775.5,3758580.0,4633138.8799999915,54090833.0
