cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1693.1333333333334,22.24999375780187,1.8009290357070995,1690.0
2,64,1668.7266666666667,34.45710312193344,2.788980445303878,1654.0
3,64,1666.0866666666666,38.91922175766394,3.150147243790684,1649.0
4,64,1652.8733333333332,33.54326493086536,2.715013784901771,1644.0
5,64,1649.8866666666668,16.671547285386826,1.3494059325696526,1644.0
6,64,1661.4866666666667,28.16114028625656,2.2793810988084715,1649.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,1697.4133333333334,32.33247833921111,2.617011926892701,1690.0
2,128,1661.9533333333334,32.8211997884836,2.6565693603889713,1649.0
3,128,1657.7133333333334,17.020120119696244,1.3776196455801255,1654.0
4,128,1646.62,19.088101005600322,1.5450033699645473,1639.0
5,128,1649.86,16.800805536243395,1.3598681798675898,1644.0
6,128,1654.7533333333333,48.3782232919822,3.9157650096823318,1644.0
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1688.2066666666667,35.42565862321954,2.8673759605542273,1690.0
2,256,1671.18,55.61079871152124,4.501174390816232,1654.0
3,256,1657.5266666666666,46.85590630385411,3.7925476777893437,1649.0
4,256,1650.68,30.19918762704277,2.4443419824887087,1642.0
5,256,1650.02,15.561263873263421,1.2595388675932782,1644.0
6,256,1661.6933333333334,45.83098612171561,3.7095899684350115,1649.0
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1704.7733333333333,37.12270584007702,3.0047360713512035,1690.0
2,512,1668.2666666666667,61.493378143955916,4.977314214496346,1649.0
3,512,1655.68,27.33869540901077,2.212811872954944,1644.0
4,512,1645.74,30.220617686164744,2.4460765454791726,1639.0
5,512,1651.88,18.644005292139706,1.5090579726889928,1644.0
6,512,1660.04,38.409005888376406,3.108850037891102,1644.0
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1707.58,47.33909870991068,3.831657586914389,1690.5
2,1024,1663.04,34.55794746991397,2.7971428527338276,1649.0
3,1024,1657.3733333333332,31.499745325249147,2.549609972529879,1644.0
4,1024,1648.2066666666667,15.492491371270436,1.2539723763372876,1642.0
5,1024,1651.5333333333333,15.852935234698831,1.2831469382026626,1644.0
6,1024,1655.6333333333334,54.51585905852432,4.4125492597310085,1644.0
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1696.7666666666667,17.017017626155557,1.3773685277253662,1693.0
2,1280,1671.74,60.413953134465,4.889944848795835,1649.0
3,1280,1668.2533333333333,49.70207060296604,4.022918076202018,1649.0
4,1280,1647.32,17.101001919965583,1.3841662713522283,1639.0
5,1280,1669.7666666666667,47.48100204877269,3.8431433358994127,1649.0
6,1280,1667.5466666666666,53.27207982507243,4.311876955733283,1649.0
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1697.5533333333333,17.589594146034813,1.4237132454380799,1695.0
2,1518,1670.1333333333334,53.294110577269436,4.31366013921388,1649.0
3,1518,1651.7066666666667,16.70869899849244,1.3524130165080805,1644.0
4,1518,1645.4333333333334,15.919973478481538,1.288573057465669,1639.0
5,1518,1661.48,50.27533789046077,4.0693187050969755,1644.0
6,1518,1660.12,37.33111660085546,3.021604974530419,1649.0
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
