cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1880.7,251.45822051916826,20.35319270331945,1789.0
2,64,1812.68,218.99809192471673,17.725848681344814,1705.0
3,64,1864.5666666666666,323.43686486786805,26.179191216822346,1705.0
4,64,1796.3133333333333,216.51703971948461,17.525030694421048,1659.0
5,64,1807.0,216.066100996894,17.488531419514402,1703.0
6,64,1839.34,216.57894111231897,17.53004103361127,1752.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,2030.5733333333333,279.9596005775754,22.66011303164123,2126.0
2,128,1828.5866666666666,231.94764313429775,18.773993819117436,1715.0
3,128,1836.3133333333333,224.90315357702053,18.20380823059395,1727.0
4,128,1839.16,229.13766109771944,18.546552036680282,1740.0
5,128,1867.7466666666667,250.49772285503028,20.275449394673842,1752.0
6,128,1861.26,221.99100372162232,17.968096918132233,1752.0
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1944.5266666666666,293.8821917405378,23.78701665914741,1800.5
2,256,1833.1933333333334,251.7940877427868,20.38037801589701,1687.0
3,256,1839.4333333333334,251.81957606367482,20.38244105724698,1705.0
4,256,1851.0066666666667,256.7933669098345,20.785022938837074,1749.5
5,256,1803.98,220.76459468553077,17.868830569260695,1679.0
6,256,1822.4333333333334,231.94494797017867,18.77377567077224,1671.5
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1941.6333333333334,297.85003870329706,24.108176785404567,1786.5
2,512,1857.5066666666667,251.79263284606947,20.380260255606004,1741.0
3,512,1871.4666666666667,255.82461874408327,20.706611829199005,1749.5
4,512,1830.5866666666666,262.6502918753799,21.25908627320132,1666.5
5,512,1784.7866666666666,226.9671220438962,18.370867187160002,1654.0
6,512,1844.64,254.88952587346546,20.630924801143692,1703.0
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1919.5066666666667,239.59734964217685,27.748784519989727,1814.0
2,1024,1823.7666666666667,215.99788322008055,17.483009828077,1676.5
3,1024,1885.5,274.4618674181655,22.215122916806763,1669.0
4,1024,1884.8933333333334,274.36749434937724,22.20748429894377,1666.5
5,1024,1827.7133333333334,206.9991412757282,16.754645774188816,1682.5
6,1024,1843.7866666666666,241.77324325813134,19.569284314426113,1681.5
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1869.98,239.48262205568625,19.383879937319648,1754.5
2,1280,1781.4066666666668,192.9669780615902,15.618873313252266,1664.0
3,1280,1838.1866666666667,224.83586269889324,26.039194155173277,1679.0
4,1280,1840.8266666666666,231.65568549513787,18.75036257700185,1669.0
5,1280,1843.1133333333332,219.87434401392892,17.796773098099266,1684.0
6,1280,1814.7333333333333,207.40561441023937,16.787545975337025,1676.5
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1879.1,219.03499720364323,17.728835818739753,1808.0
2,1518,1805.84,178.0285400340818,14.409746376647377,1679.0
3,1518,1825.6466666666668,191.63813596347558,15.511315965398012,1717.0
4,1518,1816.1266666666668,189.36220308064532,15.327100470480332,1671.5
5,1518,1804.6933333333334,180.16029701968804,14.582292180221089,1669.0
6,1518,1813.9133333333334,182.0191175551501,14.732746329148995,1707.5
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
