cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1726.92,54.35470172855334,4.399505080122708,1706.0
2,64,1659.9266666666667,27.462482691037888,2.2228312964605266,1654.0
3,64,1657.0733333333333,22.07595876865953,1.7868425299494675,1649.0
4,64,1651.3533333333332,20.248830967627626,1.6389536116582804,1644.0
5,64,1665.4266666666667,27.543020087774607,3.18987388878395,1657.0
6,64,1659.32,22.392058115918392,1.8124278176957205,1654.0
7,64,nan,nan,-999.0,nan
8,64,nan,nan,-999.0,nan
1,128,1717.8,45.5438250479689,3.686346963458732,1701.0
2,128,1653.6666666666667,39.34559131027968,3.184657874022946,1649.0
3,128,1656.6133333333332,19.898337172292116,1.6105844148070219,1649.0
4,128,1651.5866666666666,17.831128835706266,2.0650986020885966,1647.0
5,128,1656.22,18.31606580755449,1.4825143364896576,1649.0
6,128,1650.4266666666667,44.95158086455049,3.638410332205808,1644.0
7,128,nan,nan,-999.0,nan
8,128,nan,nan,-999.0,nan
1,256,1714.6,52.25067782654435,6.051372447138988,1695.0
2,256,1657.6666666666667,23.24669630052599,1.881602790886177,1649.0
3,256,1654.34,18.50219086126469,1.4975794199744996,1649.0
4,256,1651.18,22.389006230737444,1.812180796114717,1642.0
5,256,1661.44,42.98348209874734,3.47911113189798,1647.0
6,256,1676.0,60.65399134984166,4.90937369881965,1649.0
7,256,nan,nan,-999.0,nan
8,256,nan,nan,-999.0,nan
1,512,1706.1266666666668,40.78256108790728,3.30096714692138,1691.0
2,512,1672.6066666666666,58.841243660850296,4.7626487161948035,1649.0
3,512,1669.52,101.31092208312651,11.733247260892426,1644.0
4,512,1657.0133333333333,41.648207110937626,3.3710331017476847,1642.0
5,512,1659.2866666666666,46.76869845907149,3.7854890178400638,1644.0
6,512,1654.5133333333333,24.642168916085467,1.9945532563673396,1645.5
7,512,nan,nan,-999.0,nan
8,512,nan,nan,-999.0,nan
1,1024,1703.4933333333333,33.31961317635939,2.6969112657297956,1695.0
2,1024,1658.48,35.07567438173261,2.839048007324436,1644.0
3,1024,1654.18,25.047440321650964,2.027356188789213,1644.0
4,1024,1647.4866666666667,20.254953852219845,1.6394492019386462,1637.0
5,1024,1650.8,20.090130246798637,1.626108271599378,1644.0
6,1024,1656.0266666666666,35.503604824799915,2.8736849770499475,1642.0
7,1024,nan,nan,-999.0,nan
8,1024,nan,nan,-999.0,nan
1,1280,1705.12,34.3417957208608,2.779647388904664,1696.0
2,1280,1666.0933333333332,70.10852032543707,5.67462945288537,1644.0
3,1280,1653.38,18.18668743889332,1.4720423667780551,1649.0
4,1280,1648.1866666666667,18.928421898181462,1.5320788386555932,1642.0
5,1280,1651.4266666666667,33.97260595767648,2.749764928197351,1642.0
6,1280,1655.0933333333332,29.7964979299395,2.411748015236981,1642.0
7,1280,nan,nan,-999.0,nan
8,1280,nan,nan,-999.0,nan
1,1518,1698.1466666666668,19.00434570185345,1.5382241609430594,1695.0
2,1518,1665.9266666666667,50.21913269749776,4.064769420047014,1649.0
3,1518,1653.36,19.966732331555907,1.6161203636959272,1644.0
4,1518,1651.1,28.948402373878945,2.3431026066768936,1642.0
5,1518,1654.3933333333334,25.77774147507022,2.086467241417836,1644.0
6,1518,1653.7066666666667,21.01223347375418,2.433515812331393,1647.0
7,1518,nan,nan,-999.0,nan
8,1518,nan,nan,-999.0,nan
