cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1692.4133333333334,84.48441171140522,6.838223496685146,1684.0
2,64,1660.4,30.494808301304886,2.4682697130592715,1654.0
3,64,1652.2,28.179898272823248,2.2808993824999106,1644.0
4,64,1658.8066666666666,30.203685573489576,2.4447060492136643,1649.0
5,64,1658.8666666666666,22.89182289717347,1.8528791056997989,1653.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1712.2333333333333,74.89080198677419,6.061710455899629,1690.0
2,128,1664.5666666666666,41.983872565016625,3.398202082966918,1649.0
3,128,1649.7066666666667,15.21426815708056,1.2314528075546605,1644.0
4,128,1657.7733333333333,45.63363476890945,3.6936162209647136,1642.0
5,128,1657.6066666666666,22.573405197759204,1.8271061690149963,1649.0
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1723.2466666666667,68.52959814724015,5.546830459915327,1695.0
2,256,1671.04,36.50696371926868,4.228026191600065,1654.0
3,256,1656.5,41.463196532185826,3.3560582245942214,1644.0
4,256,1651.9466666666667,22.832954741386896,1.848114278698631,1642.0
5,256,1659.3,25.234302050978147,2.0424808992798944,1650.5
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1717.56,84.96175453304465,6.876859936624555,1684.0
2,512,1668.9333333333334,63.59388510086659,5.1473306203247375,1646.5
3,512,1649.4066666666668,19.729874696904577,1.5969489519545732,1639.0
4,512,1655.8333333333333,41.04524603680945,3.322229038356909,1643.0
5,512,1655.5933333333332,30.154512468654207,2.4407259459723036,1644.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1703.9,57.195658343385944,4.629453965166363,1684.0
2,1024,1660.3333333333333,39.828242352492644,3.2237239648046625,1644.0
3,1024,1651.2933333333333,19.23730634874736,1.5570801479484544,1644.0
4,1024,1653.8733333333332,31.684338227093978,2.564551042641483,1642.0
5,1024,1662.2733333333333,47.0596637849821,3.809039941472747,1649.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1706.1333333333334,52.668607559173445,4.2630315161466115,1684.0
2,1280,1664.1866666666667,38.81088965168868,3.141378772335088,1649.0
3,1280,1649.16,37.50183639947961,3.0354231466009196,1644.0
4,1280,1650.3133333333333,18.23847093980804,1.4762337571839907,1647.0
5,1280,1663.0066666666667,56.94669983609429,4.609303100885313,1644.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1700.8333333333333,46.95564100533846,3.8006202697067692,1684.0
2,1518,1663.9133333333334,41.82725374149677,3.3855252530366897,1649.0
3,1518,1655.32,37.90836671061768,3.068327975662555,1644.0
4,1518,1650.2,18.198901065723717,1.4730309457156636,1642.0
5,1518,1653.86,28.19078572867383,2.2817806202917836,1644.0
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
