cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1778.0,158.81423110036454,12.854527654500885,1705.0
2,64,1733.34,123.54717479570303,9.99998906926146,1674.0
3,64,1722.92,100.03276263304939,8.096717181535382,1666.5
4,64,1705.6733333333334,97.15180538152079,7.863530618816071,1674.0
5,64,1715.7466666666667,87.50551881008546,7.0827538796245335,1669.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1781.0,148.06494070733513,11.984473065147768,1732.0
2,128,1699.6066666666666,71.14941055428515,5.758879788257218,1659.0
3,128,1701.4933333333333,75.48693014172866,6.109961458346902,1656.5
4,128,1687.6466666666668,66.69723998953947,5.398518193137193,1652.0
5,128,1694.6533333333334,70.93931553721737,5.741874560273118,1659.0
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1781.6333333333334,160.73346121936018,13.009871394599259,1707.5
2,256,1713.5533333333333,81.78667671992115,6.619867063434299,1670.0
3,256,1694.42,65.65396865384453,5.314075129421099,1654.0
4,256,1667.5933333333332,61.607261116058574,4.986531976683864,1647.0
5,256,1693.0266666666666,73.3748318945642,5.939006845910171,1656.5
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1758.7666666666667,128.32170077149416,10.386442322019093,1695.0
2,512,1695.9933333333333,64.57496900674612,5.226740192830562,1659.0
3,512,1698.4,59.618453519023774,4.825556590042311,1659.0
4,512,1688.0866666666666,72.12275985352258,5.837663316646626,1649.0
5,512,1699.4866666666667,69.54334252025056,5.628883591975068,1659.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1720.6266666666668,87.35701053086059,7.070733522450041,1713.5
2,1024,1671.6466666666668,44.59060239806391,3.6091924992196027,1649.0
3,1024,1671.32,40.058011266994605,3.242321610904469,1654.0
4,1024,1676.4466666666667,40.19959148493372,3.253781206270787,1654.0
5,1024,1681.7866666666666,51.71519269572101,4.185861494017331,1654.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1732.62,89.29917282185019,7.227933407536398,1713.0
2,1280,1679.8666666666666,43.282277615157405,3.5032958362668296,1659.0
3,1280,1666.78,36.290470741871985,2.93737441861515,1649.0
4,1280,1670.94,46.396297266053466,3.7553466219033,1648.0
5,1280,1671.84,43.33621733992635,3.5076617528405905,1654.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1731.04,78.54331119410064,6.357346938150499,1705.0
2,1518,1673.1133333333332,37.4487270218302,3.0311244388656178,1654.0
3,1518,1660.4666666666667,27.604266980949802,2.234307409545636,1649.0
4,1518,1664.9666666666667,28.778329038049137,2.3293367597274255,1654.0
5,1518,1668.24,29.297253568665212,2.3713388503662145,1656.5
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
