cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1753.4666666666667,112.56089709821771,9.110752572608362,1767.0
2,64,1676.1933333333334,55.81800147702252,4.517945518068245,1659.0
3,64,1647.64,45.54371965485472,3.6863384328712527,1649.0
4,64,1643.0,48.802185743400194,3.9500808075705436,1644.0
5,64,1663.22,31.631602341118707,2.5602825655663537,1654.0
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1736.1266666666668,78.78589524076558,6.376981849422577,1720.0
2,128,1672.22,54.34247816702265,4.398515697063999,1654.0
3,128,1655.6933333333334,24.298133444544437,1.9667068004646353,1649.0
4,128,1654.2333333333333,30.052047443652746,2.4324323598851834,1644.0
5,128,1660.2866666666666,19.341608573803324,1.5655224382087454,1654.0
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1713.8733333333332,92.64068916458301,7.498397924085111,1690.0
2,256,1676.62,63.72290744570066,5.157773773235135,1649.0
3,256,1653.82,22.466291787179,1.8184363395612309,1644.0
4,256,1653.6466666666668,20.267917724544102,1.640498506236895,1647.0
5,256,1655.0533333333333,19.27443442029421,1.5600853183236723,1649.0
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1722.7066666666667,72.85479134705022,5.896914424134366,1695.0
2,512,1678.5466666666666,72.55045018621334,5.872280851681353,1649.0
3,512,1651.4133333333334,21.878813699304835,1.7708854791964086,1644.0
4,512,1649.3533333333332,32.6063667947773,2.6391806374793987,1642.0
5,512,1661.68,37.206687570919286,3.0115336075298273,1649.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1713.4,55.17052353083725,4.465538229960316,1690.0
2,1024,1661.1066666666666,34.22458115968047,2.7701599657199267,1649.0
3,1024,1648.2933333333333,17.02411883834879,1.377943304481164,1639.0
4,1024,1648.9866666666667,17.780508679137643,2.0592360672187624,1642.0
5,1024,1659.0133333333333,34.85799509757011,2.821428903805213,1647.0
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1719.96,68.30723534150684,5.5288322690993255,1695.0
2,1280,1663.0066666666667,32.09060021598572,2.597434153525114,1649.0
3,1280,1654.8533333333332,43.604493142590506,3.529376171633544,1644.0
4,1280,1658.92,37.71198218073401,3.0524324834714207,1643.0
5,1280,1650.9933333333333,17.147398895718524,1.3879216728913661,1644.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1697.8,34.964744147974734,2.830069241708202,1690.0
2,1518,1669.8533333333332,45.67411909994056,3.6968930491758556,1649.0
3,1518,1653.2866666666666,26.044151401460987,2.108030634965644,1644.0
4,1518,1656.3133333333333,29.74449790390746,2.407539099146561,1642.0
5,1518,1658.04,37.97540958743346,3.073754469926371,1644.0
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
