cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,1914396.1003023402,59416.0,145364.0,152067.0,178277.5,313651.5,327657.5,411498.25000000006,1008583158.0
3,64,2942604.704836693,50891.0,113073.59999999999,147601.0,165855.5,281697.0,326429.9,12098692.739999706,1133259179.0
5,64,3956474.6102593187,46595.0,132915.90000000002,147177.0,168998.0,260362.25,327939.1,44328217.18999998,1937880106.0
7,64,9159894.969374498,47476.0,67941.0,78144.0,149855.0,219576.5,330083.19999999995,96967270.57999882,2517001343.0
1,256,6219230.117777539,75391.0,155049.0,210763.5,372107.0,447000.0,615831.0,5419455.5,1116809125.0
3,256,10968217.278843042,58100.0,119413.9,164954.5,348186.5,405802.25,608731.0,386071527.5000076,1157279205.0
5,256,13347390.541715674,57073.0,120614.20000000001,161156.0,349717.0,417024.0,3914152.8000000026,352221492.7199979,1360811686.0
7,256,15017305.065392124,70903.0,106425.0,170926.75,361855.0,2787319.25,11235207.0,278703175.1000016,1346228140.0
1,512,18584073.74286063,107894.0,168074.6,246259.5,410121.5,529560.25,634937.8,611574819.9599992,1122669127.0
3,512,26608812.488145687,99127.0,153395.7,228869.75,389222.0,573865.5,9182990.099999998,729601068.76,1170238653.0
5,512,30897144.78475607,77564.0,156258.4,266709.0,407994.0,1378452.0,32516337.999999993,919566571.3799998,1377750891.0
7,512,9853780.378678778,72836.0,150861.0,326401.0,594436.0,6398658.0,21789315.0,103087164.80000006,979482991.0
1,1518,70117929.94083847,125452.0,242771.90000000002,398531.5,639279.5,856430.25,569633327.9,651332292.08,1093311346.0
3,1518,4796613.645556579,132906.0,376169.2,631309.0,1648917.0,5357712.5,9391672.799999997,27266150.979999583,327307324.0
5,1518,2829047.918542737,131745.0,379822.89999999997,650437.5,1735361.0,3988930.75,6235180.7,9840200.98,153514787.0
7,1518,2527785.826189,140460.0,379196.5,669871.0,1815961.5,3868808.75,5157727.8,7649408.299999999,91438177.0
