cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2237414.5869853916,146401.0,220341.0,375400.0,1373471.0,4677022.0,5544024.4,6473168.32,7472805.0
2,64,1557233.2139491045,162371.0,226143.0,472635.0,1263257.0,2582178.0,3152118.0,4038457.6000000034,4464852.0
3,64,1218476.896072013,106373.0,250785.4,474255.0,1021756.0,1883274.0,2398144.1000000006,3033260.7599999993,3764653.0
4,64,1107598.6082474226,101831.0,289859.0,494494.0,1018008.0,1628124.0,2048380.0,2630569.0000000037,3283326.0
5,64,1198116.931111111,83767.0,257062.30000000002,493161.5,1088699.0,1711675.25,2345589.2,3285780.05,4472915.0
6,64,1183182.0641210375,103291.0,259464.8,501508.5,1092009.5,1731596.25,2246560.4,2967428.4399999967,3477534.0
7,64,1190081.4181431609,98738.0,289310.0,527222.0,1100042.0,1753567.5,2201449.0,2968031.7000000044,3658904.0
8,64,1128018.9934545455,104361.0,285238.4,517408.5,1065434.0,1628081.0,2052308.8000000007,2610596.08,3100657.0
