cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,857035251.4671533,9522254.0,803927111.9,825796606.5,828924983.5,851586140.0,898632734.7,1497689712.7499998,1600629671.0
3,64,540332927.457114,1484869.0,50916444.0,99058180.0,381986106.0,902255402.5,1317601611.0,1775843001.2000003,1924545507.0
5,64,231849531.75238097,1300782.0,7129787.5,24956872.25,84001087.5,347315286.75,626867422.4,1698710510.4699986,1906237648.0
7,64,162339748.45331267,1229201.0,6252399.0,15130186.0,37838772.0,86033373.0,511392364.80000097,1645460245.4000032,1920117072.0
1,256,848866121.7018182,8519072.0,810747589.2,818700158.5,823643973.0,833349573.0,891194014.0,1508678221.4999995,1611227800.0
3,256,306886301.22541606,1257485.0,20565704.5,36481965.75,85505912.0,512826280.5,937384315.7,1416903621.57,1465602156.0
5,256,129479064.37610187,1264113.0,7750184.199999997,17411980.0,31582780.0,108902971.0,355288895.8000001,1207479012.66,1739853995.0
7,256,9704916.06567311,1223987.0,2481607.8,3952787.75,8550414.0,12606034.0,15265767.6,23151607.23999998,359325848.0
1,512,805167014.3947859,19089508.0,733164537.0,743909614.0,804029970.0,822307506.0,872015535.8000002,1340020385.04,1472917434.0
3,512,33866417.20280129,1219814.0,4996332.600000001,8514190.0,23422214.0,28735119.0,33494826.0,493075344.1999999,632740570.0
5,512,11258175.153088043,1268081.0,2627381.2,4057953.75,10781656.5,15594798.0,19041724.0,27042611.910000008,196042722.0
7,512,8570031.207309855,1257234.0,2441398.6,3862153.75,8384385.5,11970633.75,14503617.2,20184280.96,120906055.0
1,1518,158864848.58828828,1480772.0,15893312.100000001,74240655.0,75073383.0,76184865.0,630443933.4,895647118.0100001,906600818.0
3,1518,17859633.70952381,1346714.0,2717574.5,5125559.25,21249977.0,27097603.0,30763511.900000002,64944233.46000016,119997356.0
5,1518,10882524.291896868,1345578.0,2528435.8000000003,3912871.5,11798606.5,16547256.5,19190350.5,26517494.769999973,60204545.0
7,1518,8689231.846721312,1280888.0,1686738.7,3898936.75,8646304.0,12143911.75,14774187.299999997,21578609.95000002,45526188.0
