cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,824819496.5704225,21091329.0,769494819.2,784476038.5,796425298.5,823408797.0,880319193.5,1417094956.6000009,1519262582.0
3,64,230575292.91888297,1166810.0,3367338.0000000005,15727656.75,72088130.5,335006013.5,725534214.9000003,1379895638.8600001,1438551508.0
5,64,118733074.6822209,1163210.0,2470503.0,11157385.75,36154426.0,87351547.0,336937323.0,1287016465.6000006,1491535550.0
7,64,92285293.36116306,1162139.0,2645188.0,10183713.0,27829953.0,65596569.0,238109930.0,926066647.7999995,1421163281.0
1,256,858466111.0390071,11379199.0,796894844.3,815855686.5,830653351.0,858837278.75,903475658.7,1502817099.52,1611330919.0
3,256,227175652.87134504,1281297.0,4773217.2,19007642.5,78125598.0,373804727.0,708066528.4000001,1088340434.3999996,1189626255.0
5,256,115586138.52099183,1189074.0,3749824.5999999996,12035666.0,33248336.0,84163212.0,335823565.4000006,1076963163.56,1294688952.0
7,256,64164023.72270903,1206539.0,1703777.0,3680520.0,8424554.0,18122595.0,42457037.0,1307755730.899999,1740045505.0
1,512,823934946.5948435,21180045.0,743303289.6,754357725.0,813919935.0,832950055.5,894837482.8,1460121590.5600011,1583779565.0
3,512,298283639.5874808,1302110.0,11882932.600000001,50792569.0,172417980.0,470575989.0,783709257.4000001,1137326579.96,1313297581.0
5,512,180688151.11504957,1247258.0,11866670.200000001,33986783.0,84823152.0,190458677.0,548005592.0000001,1051116352.96,1187145534.0
7,512,99719319.24585395,1232635.0,3846264.1,9581913.25,26668579.5,79655587.0,234385605.09999996,1051990303.5099998,1226116685.0
1,1518,827815701.0350877,4993499.0,744725663.4,803783122.0,818255856.0,822637699.0,839530217.0,1452422055.74,1557630325.0
3,1518,322714165.8772676,1312336.0,27469075.000000004,61124231.0,149327060.5,580524194.25,884934941.7,1074211843.47,1162609428.0
5,1518,191866687.8350827,1307001.0,13823091.900000002,35697426.5,76287941.0,223540029.5,659119698.3,1045929976.7800001,1251857238.0
7,1518,115023613.03436095,1282685.0,9638006.299999999,20337528.25,51842865.5,109190861.75,326357517.19999987,897515978.2400007,1211189084.0
