cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1717.1266666666668,75.67291868444234,6.125015492542502,1695.0
2,64,1663.16,26.726037242110298,2.1632229205380327,1654.0
3,64,1652.9733333333334,20.148431425023855,1.6308272070662042,1647.0
4,64,1650.0466666666666,16.97501562754967,1.3739688585087606,1643.0
5,64,1654.8,17.16935254069491,1.3896986152630006,1649.0
6,64,1663.3666666666666,28.110120755501725,2.275251544646494,1651.5
7,64,nan,nan,-999.0,nan
1,128,1705.66,51.381816498316475,4.158877806729379,1690.0
2,128,1668.8533333333332,42.360891817283026,3.4287182676372367,1654.0
3,128,1653.6933333333334,29.34369816880998,2.3750981066547183,1642.0
4,128,1651.6133333333332,26.405501110353672,2.137278516554943,1642.0
5,128,1657.2533333333333,19.28321780432117,1.5607962511669484,1650.5
6,128,1673.9066666666668,52.22685728839351,4.227275960534371,1654.0
7,128,nan,nan,-999.0,nan
1,256,1710.92,68.28357733257195,5.526917374394998,1695.0
2,256,1660.7733333333333,24.78229116840401,2.0058948430435066,1654.0
3,256,1661.1,39.595075451374,3.2048512834475105,1645.5
4,256,1650.6266666666668,18.089240509823018,2.094991608993155,1642.0
5,256,1647.5666666666666,34.28457703140323,2.775016070786023,1644.0
6,256,1656.1866666666667,25.611296118878656,2.0729950455112203,1649.0
7,256,nan,nan,-999.0,nan
1,512,1699.1066666666666,36.767222117291126,2.9759629865110355,1688.0
2,512,1655.32,13.785654379341834,1.1158198747482402,1649.0
3,512,1656.58,36.86882513271431,2.9841868009796144,1640.5
4,512,1653.1266666666668,30.5459864612176,2.472412106768843,1642.0
5,512,1653.74,24.668314359382837,1.9966694856344702,1644.0
6,512,1654.46,21.12269869121841,1.709685036301039,1649.0
7,512,nan,nan,-999.0,nan
1,1024,1691.5066666666667,47.794525023502665,3.868520090369543,1679.0
2,1024,1661.1533333333334,20.473962868862383,1.6571759348738624,1654.0
3,1024,1662.94,69.98049537787894,5.664267029962389,1642.0
4,1024,1648.02,15.247500341586049,1.2341426422866562,1642.0
5,1024,1657.72,31.396628269077983,2.541263610613669,1649.0
6,1024,1655.9333333333334,34.94618084362804,2.8285667157227863,1649.0
7,1024,nan,nan,-999.0,nan
1,1280,1698.4333333333334,58.24458963905765,4.714355149742005,1684.0
2,1280,1666.34,34.982820545709764,2.8315323571542876,1649.0
3,1280,1657.7,36.3016528549321,2.9382795061540037,1642.0
4,1280,1648.2533333333333,16.924218019026924,1.369857266877375,1642.0
5,1280,1661.8466666666666,52.09436779111112,4.216552174039066,1649.0
6,1280,1651.6733333333334,20.501868749512134,1.6594346550908767,1644.0
7,1280,nan,nan,-999.0,nan
1,1518,1695.56,43.52248154689712,3.52273809948133,1679.0
2,1518,1661.5933333333332,23.60285199339737,1.9104302654242247,1654.0
3,1518,1649.3866666666668,20.030572189086914,1.6212876034854844,1642.0
4,1518,1647.8133333333333,15.308553890626714,1.239084356446142,1642.0
5,1518,1663.6866666666667,45.29313953446911,3.6660563141665534,1649.0
6,1518,1649.8066666666666,20.521109998134985,1.6609920543290855,1644.0
7,1518,nan,nan,-999.0,nan
