cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1876.9533333333334,273.52053759980964,22.13893106612545,1707.5
2,64,1835.4666666666667,214.74737613194617,17.38179296712451,1769.5
3,64,1809.1666666666667,207.45590428383142,16.791616470571284,1748.5
4,64,1800.0666666666666,225.0459409888469,18.21536553702242,1676.5
5,64,1812.52,235.20438544664367,19.037596670244625,1676.5
6,64,nan,nan,-999.0,nan
7,64,nan,nan,-999.0,nan
1,128,1924.9133333333334,323.1412887405274,26.15526709190874,1732.0
2,128,1873.3933333333334,276.83253413490905,22.407006230152433,1762.0
3,128,1860.5066666666667,227.85772598024604,18.442953251800986,1756.0
4,128,1801.7,242.39798541517075,19.619851352902174,1664.0
5,128,1827.26,231.56641754221042,18.743137170552927,1684.5
6,128,nan,nan,-999.0,nan
7,128,nan,nan,-999.0,nan
1,256,1912.7066666666667,319.4238260089911,25.85437322895939,1713.0
2,256,1838.7666666666667,244.5889454211335,19.79718908763425,1686.0
3,256,1840.1733333333334,245.02750176709188,19.832686124884162,1717.0
4,256,1839.0133333333333,245.2035613299466,19.84693650096108,1718.5
5,256,1835.84,231.4376540957269,18.73271497304438,1720.0
6,256,nan,nan,-999.0,nan
7,256,nan,nan,-999.0,nan
1,512,1951.9333333333334,332.768501447411,26.93449998003814,1732.0
2,512,1862.58,268.97896497681745,21.771333209984505,1732.0
3,512,1855.9266666666667,243.2773752096337,19.691029737570148,1747.0
4,512,1849.96,249.797061098271,20.218737374181046,1695.0
5,512,1853.38,262.5947872039098,21.254593688818886,1690.0
6,512,nan,nan,-999.0,nan
7,512,nan,nan,-999.0,nan
1,1024,1925.8866666666668,287.62782750553805,23.28078433057658,1782.0
2,1024,1834.0,240.44095602316452,19.46144811494355,1685.0
3,1024,1878.4133333333334,276.6081750217966,22.388846456912574,1671.5
4,1024,1835.8533333333332,253.818396671496,20.54422690352544,1664.0
5,1024,1838.1066666666666,245.74778796336884,19.8909865603365,1677.5
6,1024,nan,nan,-999.0,nan
7,1024,nan,nan,-999.0,nan
1,1280,1917.16,276.22903733435896,22.358158804715003,1779.5
2,1280,1834.42,216.9689154387482,17.56160581045083,1690.0
3,1280,1814.52,215.63270376576307,17.453451964390297,1664.0
4,1280,1844.42,229.52810343543263,18.57815469465902,1679.0
5,1280,1798.6266666666668,188.7607143684535,15.278415581026934,1669.0
6,1280,nan,nan,-999.0,nan
7,1280,nan,nan,-999.0,nan
1,1518,1900.4933333333333,269.4420592425928,21.808816362500465,1749.5
2,1518,1837.7266666666667,190.41116552228644,15.412004176031019,1759.5
3,1518,1827.9933333333333,192.8624551907971,15.610413163781914,1687.0
4,1518,1819.76,192.2512134335351,15.5609388564867,1671.5
5,1518,1824.0333333333333,193.16025873754558,15.63451757747805,1681.5
6,1518,nan,nan,-999.0,nan
7,1518,nan,nan,-999.0,nan
