cores,pkt_sz,mwatt_mean,mwatt_stdev,mwatt_95ci,mwatt_median
1,64,1709.1333333333334,48.63135705374557,3.9362538217889096,1690.0
2,64,1669.58,28.37610966993185,2.296780861211232,1659.0
3,64,1657.22,35.854124820816175,2.9020562946014934,1649.0
4,64,1651.84,17.32515704594526,1.402309533740322,1647.0
5,64,1656.2133333333334,25.041721630555323,2.026893314194581,1649.0
6,64,1670.3933333333334,35.20963820067202,2.8498911263782247,1654.0
7,64,nan,nan,-999.0,nan
1,128,1703.1533333333334,41.88249223190468,3.3899962925501086,1690.0
2,128,1666.4533333333334,30.206089158019484,2.444900596916227,1659.0
3,128,1650.64,21.02547026822468,1.7018153042026825,1642.0
4,128,1649.76,18.96019690474407,1.5346507284525615,1642.0
5,128,1652.96,18.845292957836094,1.525350327897172,1648.0
6,128,1661.12,22.93408525899097,1.8562998488848734,1651.5
7,128,nan,nan,-999.0,nan
1,256,1705.2733333333333,53.363770065050275,4.319298423679129,1690.0
2,256,1665.9866666666667,28.647044447125005,2.3187104991401384,1659.0
3,256,1662.9466666666667,63.021455253129645,5.100997774351072,1644.0
4,256,1649.7266666666667,17.666879244004082,1.4299687517755046,1642.0
5,256,1653.9133333333334,18.413015927749466,1.4903615425776024,1648.0
6,256,1663.4733333333334,31.9108543010403,2.5828854017007643,1649.0
7,256,nan,nan,-999.0,nan
1,512,1701.7133333333334,40.059844677127195,3.2424700083188327,1690.0
2,512,1667.16,32.92741107345064,2.6651661712060104,1654.0
3,512,1652.5733333333333,23.09670876024451,1.869462701355019,1642.0
4,512,1652.84,30.00868318781527,2.4289224286779927,1642.0
5,512,1665.4466666666667,45.503192073621484,3.6830581039603203,1645.5
6,512,1660.7466666666667,35.52148395298572,2.8751321253697597,1649.0
7,512,nan,nan,-999.0,nan
1,1024,1696.7133333333334,35.55265328432684,2.8776549914185807,1687.0
2,1024,1675.6266666666668,45.26920169632133,3.6641187699028706,1659.0
3,1024,1649.42,23.211568954582397,1.8787595605489287,1642.0
4,1024,1648.42,17.118126844566454,1.3855523739410955,1642.0
5,1024,1659.3866666666668,29.607608631716428,2.3964591919947225,1647.0
6,1024,1660.9866666666667,37.60655734782906,3.0438993285981724,1646.5
7,1024,nan,nan,-999.0,nan
1,1280,1697.7133333333334,36.115617428229335,2.9232216771376898,1684.0
2,1280,1662.0133333333333,19.606797007387232,1.5869869633305598,1654.0
3,1280,1650.2466666666667,28.097434441995272,2.274224706140444,1642.0
4,1280,1648.4733333333334,17.80325688056979,1.4410072468054977,1642.0
5,1280,1658.24,33.87342714675719,2.7417373304256216,1647.0
6,1280,1657.9533333333334,44.68159004432238,3.6165570987706133,1644.0
7,1280,nan,nan,-999.0,nan
1,1518,1693.7733333333333,36.58198949695814,2.960970137166896,1684.0
2,1518,1658.4133333333334,20.796854463008472,1.6833109915220348,1649.0
3,1518,1654.76,26.548742594204594,2.1488725758698592,1644.0
4,1518,1650.24,51.74394392905641,4.188188637633175,1642.0
5,1518,1652.2266666666667,18.364874685720626,1.4864649589862893,1644.0
6,1518,1656.1533333333334,19.326229729452034,1.5642776644964442,1649.0
7,1518,nan,nan,-999.0,nan
