cores,pkt_sz,lat_mean,lat_min,lat_10th,lat_25th,lat_median,lat_75th,lat_90th,lat_99th,lat_max
1,64,2791126.1809416665,181170.0,1800130.0,1809634.0,1822355.0,1834990.0,1846886.0,29709638.01,55123280.0
2,64,2724634.660136111,150381.0,1802736.0,1813472.0,1827310.5,1841943.0,1869484.1,27186929.370000027,51819700.0
3,64,3877979.1178444442,128099.0,2884357.0,2905348.0,2934831.0,2973039.25,3052335.6000000006,39698074.800000004,193756377.0
4,64,3637108.24655,130468.0,2907929.9,2927869.0,2952525.0,2980146.25,3055695.6000000006,29102129.010000005,154465365.0
5,64,3683192.7222444443,113248.0,2728527.8,2787674.0,2852372.5,2911968.25,2972564.0999999996,41386525.53000001,167154358.0
6,64,3660060.0885277777,111348.0,2725259.8,2786716.5,2851552.0,2913569.25,3008291.4000000004,31000964.07,152988260.0
7,64,4117442.480725948,153182.0,1799631.0,1808156.0,1822354.0,2735246.5,2954586.2,116388456.69999981,1655685496.0
8,64,4050945.5097335684,117353.0,1809647.0,2473121.0,2768050.0,2904010.5,5233721.0,49980620.900000006,1669465132.0
