cores,pkt_sz,total_mean,total_stdev,total_95ci,total_median,user_mean,user_stdev,user_95ci,user_median,system_mean,system_stdev,system_95ci,system_median
1,64,0.002616841206821816,0.002118217449268559,0.004236434898537118,0.0026525198938992522,0.0005719524949315794,0.0010895065144161165,0.002179013028832233,0.0,0.0014401021983393816,0.0013205980414837317,0.0026411960829674634,0.0026420125364716393
